title,rentType,position,direction,area,tags,price
世纪星城精装2居，业主直租！看房方便，有钥匙，拎包即住！,整租,通州北苑 世纪星城 · 距离地铁果园1031米, 南北 , 102 平米 ,近地铁随时看拎包入住集中供暖,5600 元/月
临河里，八通线，精装南向两居室，电梯房，采光好,整租,临河里 华业东方玫瑰A区 · 距离地铁临河里827米, 南 , 97 平米 ,近地铁随时看拎包入住集中供暖,5200 元/月
酒仙桥 798宏源公寓精装空房 位置安静随时看房,整租,大山子 宏源公寓 · 距离地铁望京南688米, 东北 , 103.66 平米 ,近地铁随时看集中供暖,10000 元/月
业主直租 芍药居 望和桥 未来广场精装两居室,整租,芍药居 芍药居北里二区 · 距离地铁芍药居672米, 东南 , 78 平米 ,近地铁随时看拎包入住,6800 元/月
黄金楼层，干净舒适，随时看房，拎包入住，不挑客户,整租,天通苑 天通苑东三区, 南北 , 79 平米 ,随时看可短租拎包入住集中供暖,5300 元/月
6号线金安桥 模式口西里 精装通透两居 随时看房 长期出租,整租,苹果园 模式口西里, 南北 , 60 平米 ,随时看拎包入住集中供暖,3600 元/月
朝阳·常营·草房··褡裢坡·精装南向一居室，随时入住,整租,常营 住欣家园 · 距离地铁草房476米, 南 , 51 平米 ,近地铁随时看,5000 元/月
百子湾沿海赛洛城精装两居 南北通透带阳台 宽敞舒适 交通便利,,百子湾 沿海赛洛城一期 · 距离地铁百子湾634米, 南北 , 90 平米 ,近地铁随时看,8100 元/月
天通苑地铁口，一层正规一居室出租，配置齐全，拎包住,整租,天通苑 天通苑北三区, 北 , 62 平米 ,随时看拎包入住集中供暖,4000 元/月
新上玉海园一里低楼层南北通透两居室看房随时提前约,整租,玉泉路 玉海园一里 · 距离地铁田村836米, 南北 , 60.6 平米 ,近地铁随时看拎包入住集中供暖,6000 元/月
八通线城铁，梨园站，梨花园小区，新上两居，配套齐全,整租,梨园 梨花园 · 距离地铁梨园119米, 南北 , 96 平米 ,近地铁拎包入住,4000 元/月
彩虹新城 自住装修标准 随时看房 一次出租 南北户型,整租,枣园 彩虹新城 · 距离地铁枣园371米, 南北 , 90 平米 ,近地铁随时看集中供暖,5000 元/月
领秀慧谷整租一居室 家具家电齐全 小区集中供暖,整租,回龙观 领秀慧谷A区 · 距离地铁朱辛庄844米, 南 , 63 平米 ,近地铁随时看拎包入住集中供暖,5300 元/月
雍和家园202平大三居出租,整租,和平里 雍和家园 · 距离地铁雍和宫338米, 西南 , 202 平米 ,近地铁拎包入住集中供暖,24000 元/月
西三旗 霍营 旗胜家园南北通透精装两居室出租 随时入住,整租,西三旗 瑞旗家园 · 距离地铁霍营442米, 南北 , 90 平米 ,近地铁随时看拎包入住,6300 元/月
百万庄大街21号院精装3居、看房随时,整租,展览路 百万庄大街21号院 · 距离地铁车公庄西474米, 南北 , 94.48 平米 ,近地铁随时看拎包入住集中供暖,13000 元/月
远见名苑，广安门外，干净,整租,广安门 远见名苑 · 距离地铁达官营483米, 西 , 58 平米 ,近地铁随时看拎包入住,6000 元/月
学院路林 大家属院 城华园 精装两居室 看房随时,整租,学院路 城华园 · 距离地铁六道口1261米, 南 , 66 平米 ,近地铁拎包入住集中供暖,6500 元/月
本家润园三期 朝东两居 精装修 诚意出租,整租,东花市 本家润园三期 · 距离地铁广渠门内136米, 南北 , 82 平米 ,近地铁随时看拎包入住集中供暖,8500 元/月
吉祥里新上三居室 紧邻朝阳门地铁，吉庆里工体西里，工体,,朝阳门 吉祥里 · 距离地铁朝阳门443米, 南北 , 100 平米 ,近地铁随时看,13000 元/月
海华堂，精装两居室，临近地铁，拎包入住,整租,十里堡 海华堂 · 距离地铁十里堡443米, 西南 , 92.28 平米 ,近地铁随时看拎包入住集中供暖,8500 元/月
万寿路口凯德晶品边，矮楼低层通透2居室，随时入住,,公主坟 翠微2号院 · 距离地铁万寿路352米, 南北 , 61 平米 ,近地铁拎包入住集中供暖,6600 元/月
燕化星城健德一里 南北向 三居室出租,整租,阎村 燕化星城健德一里 · 距离地铁星城129米, 南北 , 89.89 平米 ,近地铁随时看集中供暖,2700 元/月
石景山万达对面 老山东里电梯房两居 双卧朝南 双阳台,整租,老山 老山东里 · 距离地铁八宝山802米, 南 , 65 平米 ,近地铁拎包入住集中供暖,4800 元/月
朝阳门电信豆瓣胡同中海油大厦仓南胡同2居,整租,朝阳门内 仓南胡同12号院 · 距离地铁朝阳门420米, 南北 , 65 平米 ,近地铁随时看拎包入住集中供暖,6200 元/月
东二区南北两居 第一次出租 精装修 看房随时,整租,天通苑 天通苑东一区, 南北 , 89 平米 ,随时看可短租拎包入住集中供暖,5400 元/月
金融街宏汇园小区、温馨一居室、看房方便，拎包入住,整租,金融街 宏汇园 · 距离地铁灵境胡同267米, 东 , 50 平米 ,近地铁拎包入住集中供暖,7500 元/月
新上一居 30I 今日家园,整租,五棵松 今日家园 · 距离地铁五棵松968米, 北 , 65 平米 ,近地铁随时看可短租拎包入住,6000 元/月
亚运村安慧里新上精装一室两厅好房，拎包入入,整租,亚运村 安慧里一区 · 距离地铁惠新西街北口871米, 西 , 50 平米 ,近地铁随时看拎包入住集中供暖,6300 元/月
十号线十里河 弘善家园 精装纯南两居室 可短租,,潘家园 弘善家园 · 距离地铁十里河604米, 南 , 85 平米 ,近地铁可短租拎包入住,6500 元/月
国贸、大望路、四惠整租精装修一居室、近地铁、采光好,,四惠 壹线国际惠泽园 · 距离地铁四惠850米, 南 , 55 平米 ,近地铁随时看可短租,7000 元/月
甘家口小区三居室！看房随时！,整租,甘家口 甘家口 · 距离地铁白堆子338米, 南北 , 85 平米 ,近地铁随时看拎包入住集中供暖,10000 元/月
上地东里，精装三居，看房方便,整租,上地 上地东里 · 距离地铁上地693米, 东西 , 80 平米 ,近地铁随时看拎包入住集中供暖,8000 元/月
朝青甘露园附近带电梯包物业取暖正规两居随时住,整租,甘露园 丽景馨居 · 距离地铁青年路821米, 东南 , 83.82 平米 ,近地铁随时看拎包入住集中供暖,6500 元/月
昌平回龙观G6京藏高速旁，二拨子北京人家电梯三居两卫,整租,龙泽 北京人家 · 距离地铁龙泽1363米, 南北 , 118 平米 ,近地铁随时看拎包入住集中供暖,8200 元/月
朝阳区双桥 康惠园3号院 两居室 5600元,整租,双桥 康惠园3号院 · 距离地铁双桥432米, 南北 , 89 平米 ,近地铁随时看集中供暖,5600 元/月
（精装一居）（价格美丽）果园地铁 苏荷时代 可长租|随时看,整租,果园 苏荷时代 · 距离地铁果园189米, 北 , 33 平米 ,近地铁随时看,3500 元/月
和平西桥地铁口，贵州大厦，业主直租，精装修，随时看房,整租,安贞 胜古南里 · 距离地铁和平西桥354米, 南 , 60 平米 ,近地铁随时看拎包入住集中供暖,7500 元/月
武夷花园月季园，精装修一居，采光好，干净舒适交通便利,整租,武夷花园 武夷花园月季园, 西 , 60 平米 ,随时看拎包入住集中供暖,2800 元/月
乐城业主直租，价格不贵，交通方便,整租,广安门 乐城 · 距离地铁达官营1458米, 东南 , 45.6 平米 ,近地铁拎包入住,4600 元/月
玉泉路 田村 金隅瑞和园 新小区 有电梯,,玉泉路 金隅瑞和园 · 距离地铁八宝山1399米, 南 , 45 平米 ,近地铁拎包入住,4000 元/月
国贸双井拎包入住精装修,整租,双井 时代国际 · 距离地铁双井314米, 西 , 52.45 平米 ,近地铁随时看,6800 元/月
地铁6号线北运河西 加华印象小区 精装大两居 交通便利,,武夷花园 加华印象 · 距离地铁北运河西1249米, 南北 , 109 平米 ,近地铁随时看,4400 元/月
新上 五棵松南 青塔南里精装二居室 看房方便随时看,整租,青塔 青塔南里, 西南 , 68 平米 ,随时看拎包入住,5200 元/月
南二环 右外东庄紧邻公园 电梯直达景观房 业主直租,,北京南站 右外东庄 · 距离地铁北京南站335米, 北 , 61 平米 ,近地铁随时看拎包入住集中供暖,5000 元/月
业主直租 五建小区正规一居 楼层采光好交通便利 配套齐全,整租,定福庄 定福庄北里1号院 · 距离地铁褡裢坡894米, 南北 , 50 平米 ,近地铁拎包入住集中供暖,3800 元/月
马连道欧园瑞莲家园建茗园三路居康宁居看房方便拎包入住,整租,马连道 欧园 · 距离地铁湾子1461米, 北 , 44.32 平米 ,近地铁随时看,4500 元/月
华威桥 美景东方新上开间,,华威桥 美景东方 · 距离地铁潘家园412米, 东 , 48.87 平米 ,近地铁随时看,6000 元/月
倒座庙紧邻苏州街 可拎包入住 长租,整租,苏州桥 倒座庙 · 距离地铁苏州街212米, 南北 , 60 平米 ,近地铁随时看拎包入住集中供暖,8800 元/月
汽修一厂 初次出租南北两居室 看房有钥匙 澳林春天旁,整租,奥林匹克公园 汽修一厂宿舍 · 距离地铁北沙滩1176米, 南北 , 65 平米 ,近地铁随时看拎包入住集中供暖,6800 元/月
6号线北运河西，武夷花园荔景园，南向一居，干净舒适交通便利,整租,武夷花园 武夷花园荔景园 · 距离地铁北运河西1456米, 南 , 59.39 平米 ,近地铁随时看拎包入住集中供暖,3300 元/月
今日家园新上精装两居室,整租,五棵松 今日家园 · 距离地铁五棵松968米, 西 , 110 平米 ,近地铁随时看拎包入住集中供暖,8600 元/月
绿城百合南屏苑两居室出租,整租,阎村 绿城百合公寓南屏苑 · 距离地铁阎村885米, 南北 , 89.93 平米 ,近地铁拎包入住,3300 元/月
南沙滩 南向一居室 临北沙滩地铁中科院,整租,南沙滩 南沙滩和谐小区 · 距离地铁北沙滩401米, 南 , 40 平米 ,近地铁拎包入住集中供暖,5500 元/月
百荣附近 电梯便宜两居室吉房出租,整租,西罗园 西罗园二区 · 距离地铁木樨园634米, 南 , 60 平米 ,近地铁拎包入住集中供暖,4800 元/月
城市亮点精装一居看房提前联系,整租,永定门 城市亮点 · 距离地铁永定门外221米, 北 , 47.18 平米 ,近地铁随时看拎包入住,4600 元/月
北苑茉藜园东南向大一居 随时看房 有钥匙 地暖温泉水,整租,北苑 茉藜园 · 距离地铁立水桥南671米, 东南 , 57 平米 ,近地铁随时看拎包入住集中供暖,5700 元/月
八里桥 通惠北路小区 真实房源 随时看房,整租,北关 通惠北路小区 · 距离地铁物资学院路1268米, 南北 , 59.43 平米 ,近地铁随时看拎包入住集中供暖,3200 元/月
大两居！地铁旁！带电梯！一直自住！随时签约！,整租,天通苑 天通苑北一区 · 距离地铁天通苑南263米, 南北 , 102.22 平米 ,近地铁随时看拎包入住集中供暖,6500 元/月
都城心屿大开间，房间干净整洁，拎包即住，可随时看房，,整租,劲松 都城心屿 · 距离地铁广渠门外864米, 东南 , 53 平米 ,近地铁随时看,5400 元/月
十里堡，京棉新城精装修一居室，业主长期出租,整租,四惠 京棉新城二厂 · 距离地铁十里堡793米, 西 , 67 平米 ,近地铁随时看拎包入住集中供暖,5800 元/月
西二旗金域华府两居室紧邻百度快手小米,整租,回龙观 金域华府一期 · 距离地铁龙泽1086米, 南 , 90 平米 ,近地铁随时看,7000 元/月
华威桥 地铁14号线 双龙南里新上南向一居室 近京客隆,整租,华威桥 双龙南里 · 距离地铁北工大西门654米, 南北 , 50 平米 ,近地铁随时看集中供暖,4000 元/月
蓝调沙龙正规两居出租，随时看，拎包入住。,整租,九棵树(家乐福) 蓝调沙龙 · 距离地铁九棵树571米, 南北 , 100 平米 ,近地铁拎包入住集中供暖,4800 元/月
玉海园五里 中间楼层两居 双卧朝南看房随时有钥匙,,玉泉路 玉海园五里 · 距离地铁田村1015米, 南北 , 82 平米 ,近地铁随时看拎包入住集中供暖,6200 元/月
近地铁公交 八通线管庄双桥 远洋一方精装全南两居 家电齐全,整租,双桥 远洋一方润园1号院 · 距离地铁管庄784米, 南 , 86 平米 ,近地铁随时看拎包入住,6100 元/月
九和苑 精装一居 看房方便 业主诚心出租、车公庄、西直门,整租,车公庄 九和苑 · 距离地铁车公庄376米, 北 , 55.57 平米 ,近地铁随时看拎包入住集中供暖,9500 元/月
朝阳区双桥 水岸双桥 开间 4000元,整租,双桥 水岸双桥 · 距离地铁双桥220米, 南 , 55 平米 ,近地铁随时看拎包入住,4000 元/月
劲松三区十号线劲松潘家园站,整租,劲松 劲松三区 · 距离地铁劲松200米, 南 , 52.35 平米 ,近地铁随时看拎包入住集中供暖,5200 元/月
朝青 四惠东地铁附近 包物业取暖带电梯正规两居看房有钥匙,整租,甘露园 康家园 · 距离地铁四惠东442米, 南北 , 66 平米 ,近地铁随时看拎包入住集中供暖,5600 元/月
天通苑北二区大两居，临近地铁5号线，交通便利，随时看房,整租,天通苑 天通苑北二区 · 距离地铁天通苑1048米, 南 , 107.19 平米 ,近地铁随时看拎包入住集中供暖,6500 元/月
丽泽商务区 首科花园 看房随时 拎包入住 长期出租,整租,太平桥 首科花园 · 距离地铁六里桥东1071米, 西 , 101 平米 ,近地铁随时看拎包入住集中供暖,7600 元/月
六营门 精装两居室 随时看房 拎包入住,整租,旧宫 六营门 · 距离地铁火箭万源68米, 南北 , 55 平米 ,近地铁随时看集中供暖,3700 元/月
青塔蔚园 电梯房 一居室 拎包入住 看房方便,整租,青塔 青塔蔚园, 南北 , 48 平米 ,随时看拎包入住集中供暖,4000 元/月
定慧寺 定慧西里新上低楼层一居室,,定慧寺 定慧寺西里 · 距离地铁西钓鱼台1245米, 南北 , 45 平米 ,近地铁随时看可短租拎包入住,4500 元/月
七号线欢乐谷翠成馨园南北通透三居两卫,整租,欢乐谷 翠成馨园A区 · 距离地铁欢乐谷景区712米, 南北 , 140 平米 ,近地铁随时看拎包入住集中供暖,8500 元/月
海淀区 五棵松附近永定路西里精装两居 看房随时,整租,五棵松 永定路西里 · 距离地铁五棵松829米, 南北 , 62 平米 ,近地铁随时看,5600 元/月
安华桥D口 安华西里一区带电梯高层 精装大三居 随时看房,整租,安贞 安华西里一区 · 距离地铁安华桥416米, 东南 , 86 平米 ,近地铁随时看拎包入住集中供暖,9600 元/月
石榴园北里 南向正规一居室 看房方便 采光好,整租,赵公口 石榴园北里 · 距离地铁石榴庄207米, 南北 , 48 平米 ,近地铁随时看集中供暖,3800 元/月
一居，有钥匙！价位便宜 可直达国贸 金台路 朝阳门,整租,常营 金隅丽景园 · 距离地铁草房340米, 东 , 51.18 平米 ,近地铁随时看拎包入住集中供暖,4500 元/月
陶然亭，虎坊桥7号线.天桥，近友谊，新上朝南一居室，看房预约,,陶然亭 华仁路 · 距离地铁虎坊桥659米, 南 , 42.96 平米 ,近地铁拎包入住集中供暖,5400 元/月
磁器口 崇文门 新裕家园 南北两居室首租 精装,整租,崇文门 新裕家园 · 距离地铁磁器口343米, 南北 , 103.85 平米 ,近地铁随时看集中供暖,13500 元/月
磁器口新裕家园全南一居室,整租,崇文门 新裕家园 · 距离地铁磁器口343米, 南 , 76.76 平米 ,近地铁随时看拎包入住集中供暖,9300 元/月
东花市北里西区 1室1厅1卫 直接入住,整租,东花市 东花市北里西区 · 距离地铁广渠门内589米, 北 , 46.38 平米 ,近地铁随时看拎包入住集中供暖,5200 元/月
四合上院新上两居室，精装修，业主诚心租。,整租,宣武门 四合上院 · 距离地铁菜市口355米, 东西 , 91.45 平米 ,近地铁随时看集中供暖,14500 元/月
四合上院新上两居室，精装修，诚心租。,整租,宣武门 四合上院 · 距离地铁菜市口355米, 东西 , 98.07 平米 ,近地铁随时看拎包入住集中供暖,14800 元/月
绿城百合一居室，出租,整租,阎村 绿城百合公寓玉泉苑 · 距离地铁阎村855米, 南 , 65.75 平米 ,近地铁拎包入住,2600 元/月
9号线六里桥东 首科花园大三居,整租,太平桥 首科花园 · 距离地铁六里桥东1071米, 东西 , 125 平米 ,近地铁随时看集中供暖,11500 元/月
亦庄 中信新城 精装两居室 拎包入住 随时看房,整租,亦庄开发区 中信新城, 东北 , 72 平米 ,随时看拎包入住集中供暖,4500 元/月
芍药居北里南北通透精装的两居，采光良好，拎包入住，先到先得·,整租,芍药居 芍药居北里一区 · 距离地铁芍药居1155米, 南北 , 62 平米 ,近地铁随时看拎包入住集中供暖,7800 元/月
西罗园三区，低楼层南北两居,整租,西罗园 西罗园三区 · 距离地铁北京南站954米, 南北 , 78.9 平米 ,近地铁随时看拎包入住集中供暖,6600 元/月
学院路城华园优选一居室,整租,学院路 城华园 · 距离地铁六道口1261米, 北 , 67 平米 ,近地铁集中供暖,6500 元/月
可短租半年 有钥匙 精装修一居室随时看 真实房源,整租,木樨园 马公庄 · 距离地铁海户屯766米, 南 , 46 平米 ,近地铁随时看可短租集中供暖,3000 元/月
西直门 舒至嘉园 精装两居室,整租,交通大学 舒至嘉园 · 距离地铁西直门582米, 南 , 120 平米 ,近地铁集中供暖,11500 元/月
东直门 东方银座东环广场 东直门北大街清水苑,整租,东直门外 清水苑 · 距离地铁东直门570米, 南北 , 60 平米 ,近地铁集中供暖,7700 元/月
将台地铁站风景线精装两居室,整租,酒仙桥 风景线 · 距离地铁将台640米, 东南 , 115.8 平米 ,近地铁集中供暖,11000 元/月
北苑家园望春园 新上南北两居室 全新家电 业主直租,整租,北苑 北苑家园望春园 · 距离地铁立水桥南549米, 南北 , 108.47 平米 ,近地铁,8700 元/月
天宫院 保利春天里 地铁口 精装全齐 随时看房,整租,天宫院 保利春天里 · 距离地铁天宫院133米, 南北 , 96 平米 ,近地铁随时看拎包入住集中供暖,5600 元/月
保利春天里 精装修 两居室 家具家电齐全 紧邻地铁和商场,整租,天宫院 保利春天里 · 距离地铁天宫院133米, 南北 , 87 平米 ,近地铁拎包入住集中供暖,4600 元/月
北京新天地 三居家电齐全 业主诚租,整租,常营 北京新天地四期 · 距离地铁管庄1027米, 南北 , 104.84 平米 ,近地铁,8000 元/月
6号线旁 金铸阳光苑 精装两居室 随时看房 拎包入住,整租,苹果园 金铸阳光苑, 东 , 76.32 平米 ,随时看拎包入住集中供暖业主自荐,5200 元/月
十号线泥洼地铁站 丰益桥 前泥洼一区 电梯一居 室内干净,整租,丰益桥 前泥洼一区 · 距离地铁泥洼270米, 东 , 40 平米 ,近地铁随时看拎包入住集中供暖,4600 元/月
广安门地铁口牛街宣武医院精装两居室,整租,牛街 牛街西里 · 距离地铁广安门内412米, 南 , 60 平米 ,近地铁拎包入住,12000 元/月
天缘公寓 正规一居室 采光好 有车位,,白纸坊 天缘公寓, 北 , 74.67 平米 ,随时看拎包入住集中供暖,6600 元/月
通州果园地铁站 雅丽世居精装2居室 业主直租 随时看房,整租,果园 雅丽世居 · 距离地铁果园255米, 南北 , 116 平米 ,近地铁随时看拎包入住集中供暖,5500 元/月
澳林春天南北三居 低楼层 齐全随时住 奥森上林世家旁,整租,奥林匹克公园 澳林春天三期 · 距离地铁林萃桥1086米, 南北 , 134 平米 ,近地铁可短租拎包入住,12000 元/月
舒适一居 芍药居 近地铁10号线13号线 安贞/望京/惠新,整租,芍药居 芍药居北里二区 · 距离地铁芍药居672米, 南 , 60 平米 ,近地铁随时看拎包入住集中供暖,5700 元/月
惠新西街南口，小关东里8号院，精装两居，近地铁，环宇荟,整租,惠新西街 小关东里8号院 · 距离地铁惠新西街南口397米, 南北 , 71.58 平米 ,近地铁随时看集中供暖,6700 元/月
临近金融街 复兴门 南礼士路 精装修大一居 看房方便,整租,木樨地 真武家园 · 距离地铁南礼士路374米, 东 , 63 平米 ,近地铁随时看拎包入住集中供暖,8000 元/月
朝阳门内，紧邻地铁，豆瓣胡同 2室1厅南北向，带地下车位,整租,朝阳门内 豆瓣胡同 · 距离地铁朝阳门516米, 南北 , 73 平米 ,近地铁随时看,12000 元/月
崇文门 崇文门西大街 精装三居室 中楼层,整租,崇文门 崇文门西大街 · 距离地铁崇文门63米, 南北 , 70 平米 ,近地铁随时看集中供暖,10000 元/月
业主直租太平桥首科花园精装三居室家具家电齐全,整租,太平桥 首科花园 · 距离地铁六里桥东1071米, 东南 , 114 平米 ,近地铁随时看拎包入住集中供暖,10000 元/月
远见名苑三期 精装大复式两居 东西齐全 拎包入住 楼下地铁,整租,广安门 远见名苑 · 距离地铁达官营483米, 西南 , 94 平米 ,近地铁随时看拎包入住,9000 元/月
芍药居北里 业主直租精装一居室 紧邻望和桥 居然之家,整租,芍药居 芍药居北里二区 · 距离地铁芍药居672米, 东北 , 62 平米 ,近地铁随时看拎包入住集中供暖,5800 元/月
北京印象精装大一居出租,,定慧寺 北京印象 · 距离地铁海淀五路居766米, 南 , 94 平米 ,近地铁集中供暖,10000 元/月
北沙滩八号院，奥森附近，精装大两居,整租,南沙滩 北沙滩8号院 · 距离地铁北沙滩804米, 东南 , 78.6 平米 ,近地铁可短租拎包入住集中供暖,8000 元/月
朝青，四惠，兴隆家园精装一居室，礼包入住随时看房,整租,高碑店 兴隆家园 · 距离地铁高碑店618米, 西南 , 67.88 平米 ,近地铁随时看拎包入住集中供暖,5600 元/月
苏州街国际公寓 月租长租均可 年底特价房随时入住 随时可看,整租,苏州桥 艾瑟顿国际公寓 · 距离地铁苏州街274米, 南 , 78 平米 ,近地铁随时看可短租拎包入住,7600 元/月
长城国际一居室，面积大，采光好，随时看房，拎包入住！,整租,通州北苑 长城国际 · 距离地铁果园1197米, 西 , 64 平米 ,近地铁随时看拎包入住集中供暖,3600 元/月
名苑雅居 东北1居室 观景奥森，高层带电梯,整租,南沙滩 名苑雅居 · 距离地铁北沙滩905米, 东北 , 51.56 平米 ,近地铁拎包入住集中供暖,6600 元/月
紫南家园精装南向独居 价格可聊近地铁 欢乐谷垡头百子湾,整租,欢乐谷 紫南家园 · 距离地铁南楼梓庄314米, 南 , 65 平米 ,近地铁随时看拎包入住集中供暖,5500 元/月
临河里，八通线，精装南向一居室，随时看房,整租,临河里 华业东方玫瑰A区 · 距离地铁临河里827米, 南 , 32 平米 ,近地铁随时看,3200 元/月
高米店北地铁站南向两居室出租，看房随时，配套齐全，交通便利。,整租,黄村北 保利茉莉公馆 · 距离地铁高米店北163米, 南 , 85 平米 ,近地铁随时看拎包入住集中供暖,6000 元/月
四合上院新上三居室，精装修，诚心租。,整租,宣武门 四合上院 · 距离地铁菜市口355米, 南北 , 153 平米 ,近地铁随时看集中供暖,23000 元/月
新上 世纪星城，正规两居，随时入住 看房方便,整租,通州北苑 世纪星城 · 距离地铁果园1031米, 南北 , 100 平米 ,近地铁随时看拎包入住集中供暖,5200 元/月
房子是业主自住，装修的不错，家具家电齐全看房打电话,整租,刘家窑 建邦华府 · 距离地铁石榴庄629米, 南 , 95 平米 ,近地铁随时看拎包入住集中供暖,8500 元/月
蜂鸟社区 精装一居室 家电齐全,整租,万柳 蜂鸟社区 · 距离地铁火器营725米, 北 , 45.25 平米 ,近地铁随时看拎包入住,6200 元/月
西三旗 霍营813号线旁旗胜家园精装两局包物业业主长期租,整租,西三旗 瑞旗家园 · 距离地铁霍营442米, 南北 , 90 平米 ,近地铁随时看,6300 元/月
西直门 文慧桥 阜成门 凯德枫蓝国际 天兆家园两居室,整租,西直门 天兆家园 · 距离地铁西直门1327米, 东南 , 118 平米 ,近地铁随时看拎包入住集中供暖,12500 元/月
军博北蜂窝会城门新上南北两居，有车位,整租,军博 会城门小区 · 距离地铁木樨地782米, 南北 , 61 平米 ,近地铁拎包入住集中供暖,7300 元/月
富力阳光美园 精装两居 房屋干净整洁 南北通透 随时看房,整租,常营 保利嘉园三号院 · 距离地铁常营702米, 西南 , 90 平米 ,近地铁随时看拎包入住,6200 元/月
4号线西红门站，宏福园，集中供暖，小区停车免费，门口公交车站,,西红门 宏福园 · 距离地铁西红门1346米, 南北 , 61 平米 ,近地铁随时看,3700 元/月
阜成路定慧西里板楼阳光好房屋装修干净,整租,定慧寺 定慧寺西里 · 距离地铁西钓鱼台1245米, 南北 , 80 平米 ,近地铁随时看,6500 元/月
永定门城市亮点 一居 拎包入住,整租,永定门 城市亮点 · 距离地铁永定门外221米, 北 , 47.18 平米 ,近地铁随时看,4600 元/月
八角地铁口 石景山路23号院 中础大厦两居室 带电梯,整租,老山 中础大厦 · 距离地铁八角游乐园74米, 南 , 78 平米 ,近地铁随时看拎包入住集中供暖,5000 元/月
时代国际嘉园 1室0厅 北,,双井 时代国际 · 距离地铁双井314米, 北 , 44.07 平米 ,近地铁随时看拎包入住集中供暖,6800 元/月
金融街、西城晶华、丰侨公寓、长租看房方便,整租,金融街 西城晶华 · 距离地铁西四715米, 东 , 54.4 平米 ,近地铁随时看拎包入住集中供暖,12000 元/月
方庄南路 四方景园三区 精装两居 随时看房入住,,成寿寺 四方景园三区 · 距离地铁方庄1012米, 西 , 70 平米 ,近地铁随时看拎包入住集中供暖,6500 元/月
下楼刘家窑地铁5号线 南三环东路 全南向带客厅大2居 随时住,整租,刘家窑 南三环东路 · 距离地铁蒲黄榆549米, 南 , 65 平米 ,近地铁随时看拎包入住集中供暖,5500 元/月
鸿业兴园两居室 给在外打拼的你一个温馨的家,整租,花乡 鸿业兴园二区 · 距离地铁丰台南路902米, 南北 , 88 平米 ,近地铁随时看,6500 元/月
梨园地铁·南向阳光房子·家电家具齐全,整租,梨园 新通国际花园 · 距离地铁梨园420米, 南 , 55 平米 ,近地铁集中供暖,4500 元/月
领秀慧谷整租一居室 业主包物业供暖 电梯房 紧邻生命科学园,整租,回龙观 领秀慧谷B区 · 距离地铁朱辛庄927米, 南 , 63.62 平米 ,近地铁拎包入住集中供暖,5000 元/月
新上便宜三居 可长签3年 房东诚意出租,整租,安贞 安华西里一区 · 距离地铁安华桥416米, 南北 , 82 平米 ,近地铁集中供暖,7800 元/月
