title,houseType,state,position,tags,unitPrice,totalPrice
国瑞熙墅,别墅,在售,"['昌平 ', ' 北七家 ', ' 北七家镇定泗路与七北路交叉口东行200米']",复式 水系园林 环线房 现房,1400  万/套(总价),总价1500万/套
领秀翡翠墅,住宅,在售,"['丰台 ', ' 丰台其它 ', ' 王佐镇长青路南侧, 长青路88号院']",水系园林 环线房 现房 低密居所,45000  元/平(均价),总价668万/套
北京怡园,住宅,在售,"['昌平 ', ' 东关 ', ' 水库路与昌崔路交汇处向北1公里路东']",地铁沿线 环线房 现房 车位充足,46000  元/平(均价),总价430万/套
丽景长安,住宅,在售,"['门头沟 ', ' 冯村 ', ' 永定镇石龙西路与三石路交叉口向西200米南侧']",水系园林 环线房 近主干道 现房,52000  元/平(均价),总价780万/套
东亚尚品台湖,商业类,在售,"['通州 ', ' 通州其它 ', ' 台湖镇铺外路（北京图书城北侧）, 胡家垈村甲8号院']",低单价 环线房 现房 购物方便,28000  元/平(均价),
燕西华府,别墅,在售,"['丰台 ', ' 丰台其它 ', ' 王佐镇青龙湖公园东1500米, 泉湖西路1号院（七区）, 泉湖西路1号院（六区）']",私属庭院 公交直达 环线房 现房,52000  元/平(均价),总价2200万/套
天恒京西悦府,住宅,在售,"['房山 ', ' 阎村 ', ' 燕房线阎村地铁站东南角约189米']",视频看房 自持商业 地铁沿线 环线房,38000  元/平(均价),总价370万/套
尚峯壹號,写字楼,在售,"['顺义 ', ' 顺义其它 ', ' 中央别墅北区京承高速11号出口, 天承环路8号院']",品牌房企 水系园林 环线房 临近高速,36000  元/平(均价),
林肯公园二期B区,商业,在售,"['亦庄开发区 ', ' 亦庄 ', ' 文化园西路8号院']",品牌房企 贴心物业 地铁沿线 公交直达,40000  元/平(均价),
合景中心,住宅,在售,"['通州 ', ' 武夷花园 ', ' 滨河中路和新华大街交汇处西南角，往南200米']",商务型公寓 小户型 品牌房企 地铁沿线,65000  元/平(均价),总价480万/套
万科大都会滨江N2,住宅,在售,"['通州 ', ' 北关 ', ' 京通快速北关桥东北角']",商务型公寓 品牌房企 一梯一户 地铁沿线,65000  元/平(均价),总价929万/套
香悦四季,住宅,在售,"['顺义 ', ' 马坡 ', ' 北京市顺义区顺恒大街合景香悦四季西二区']",刚需优选 避暑 公交直达 环线房,562  万/套(总价),总价690万/套
K2十里春风,住宅,在售,"['通州 ', ' 通州其它 ', ' 永乐店镇漷小路（永开路）与恒业二街交汇处']",刚需优选 低单价 小户型 公交直达,28400  元/平(均价),总价199万/套
K2十里春风,别墅,在售,"['通州 ', ' 通州其它 ', ' 永乐店镇漷小路（永开路）与恒业二街交汇处']",低总价 公交直达 环线房 车位充足,520  万/套(总价),总价520万/套
奥园北京源墅,别墅,在售,"['密云 ', ' 密云其它 ', ' 北京市密云区溪翁庄镇']",贴心物业 环线房 近主干道 人车分流,370  万/套(总价),总价370万/套
华远和墅,商业,在售,"['大兴 ', ' 大兴其它 ', ' 南六环磁各庄桥沿南中轴向南2公里']",贴心物业 入户花园 环线房 现房,1350  万/套(总价),
远洋长安国际中心,写字楼,在售,"['门头沟 ', ' 门头沟其它 ', ' 长安街西延线与滨河路南延交汇处（东南侧）']",品牌房企 环线房 近主干道 车位充足,33000  元/平(均价),
北京书院,住宅,在售,"['朝阳 ', ' 惠新西街 ', ' 北三环以北，惠新东街与北土城东路交汇处西行200米路北']",小户型 环线房 小型社区,112000  元/平(均价),
台湖银河湾,住宅,在售,"['通州 ', ' 通州其它 ', ' 东五环化工桥京津高速2A出口南行1000米（环勃海总部基地）']",品牌房企 环线房 现房 低密居所,1100  万/套(总价),总价1100万/套
棠颂别墅璟庐,别墅,在售,"['亦庄开发区 ', ' 亦庄开发区其它 ', ' 鹿华路7号院（南海子公园北侧500米）']",品牌房企 复式 环线房 开发区,1900  万/套(总价),总价1900万/套
中海北京世家,别墅,在售,"['大兴 ', ' 亦庄开发区其它 ', ' 三海子东路与公园北环路交叉口(南海子公园北侧)']",品牌房企 贴心物业 公交直达 环线房,1800  万/套(总价),总价1800万/套
中海北京世家,住宅,在售,"['大兴 ', ' 亦庄开发区其它 ', ' 三海子东路与公园北环路交叉口(南海子公园北侧)']",品牌房企 贴心物业 公交直达 环线房,58000  元/平(均价),总价2200万/套
东方蓝海中心,住宅,在售,"['昌平 ', ' 北七家 ', ' 未来科技城南区内科技城路与南区一路交界处']",公交直达 环线房 现房 人车分流,55000  元/平(均价),总价590万/套
顺鑫颐和天璟,住宅,在售,"['顺义 ', ' 顺义其它 ', ' 新城右堤路与昌金路交汇处向北200米']",中式建筑 环线房 现房 低密居所,405  万/套(总价),总价408万/套
顺鑫颐和天璟,别墅,在售,"['顺义 ', ' 顺义其它 ', ' 新城右堤路与昌金路交汇处向北200米']",私属庭院 中式建筑 公交直达 环线房,870  万/套(总价),总价875万/套
誉天下盛寓,住宅,在售,"['顺义 ', ' 中央别墅区 ', ' 顺义中央别墅区榆阳路与林荫路交叉口']",环线房 低密居所 即将交房 购物方便,65000  元/平(均价),
未来公元,住宅,在售,"['昌平 ', ' 北七家 ', ' 京承高速北七家出口800米路南']",科技住宅 公交直达 环线房 大型社区,60800  元/平(均价),总价635万/套
住总香榭8号,住宅,在售,"['朝阳 ', ' 大望路 ', ' 西大望路24号']",明星户型 品牌房企 环线房 现房,1450  万/套(总价),总价1450万/套
通州万国城MOMA,住宅,在售,"['通州 ', ' 乔庄 ', ' 果园环岛以东，运河西大街与玉桥西路交汇处']",品牌房企 科技住宅 环线房 大型社区,71000  元/平(均价),总价800万/套
泰禾金府大院,住宅,在售,"['丰台 ', ' 西红门 ', ' 南四环地铁新宫站南800米']",明星户型 品牌房企 科技住宅 多轨交汇,1400  万/套(总价),总价1400万/套
领秀翡翠墅,别墅,在售,"['丰台 ', ' 丰台其它 ', ' 王佐镇长青路南侧, 长青路88号院']",私属庭院 环线房 现房 车位充足,1430  万/套(总价),总价1400万/套
奥园北京源墅,住宅,在售,"['密云 ', ' 密云其它 ', ' 密关路与313省道交汇处']",环线房 低密居所 小型社区 购物方便,275  万/套(总价),总价275万/套
翡翠公园,别墅,在售,"['昌平 ', ' 北七家 ', ' 北七家京承高速北七家出口向西3公里']",品牌房企 公交直达 环线房 大型社区,1000  万/套(总价),总价1300万/套
北京城建北京合院,住宅,在售,"['顺义 ', ' 顺义其它 ', ' 燕京街与通顺路交汇口东800米(仁和公园南)']",品牌房企 公交直达 环线房 低密居所,47000  元/平(均价),总价600万/套
中骏西山天璟,别墅,在售,"['门头沟 ', ' 城子 ', ' 永定楼北300米']",品牌房企 环线房 大型社区 娱乐丰富,63000  元/平(均价),总价928万/套
珠光御景西园,住宅,在售,"['丰台 ', ' 丰台其它 ', ' 长辛店长云路2号']",刚需优选 低单价 公交直达 环线房,40000  元/平(均价),总价480万/套
和光尘樾,住宅,在售,"['朝阳 ', ' 东坝 ', ' 东五环七棵树桥出口向东1.5千米']",品牌房企 一梯一户 公交直达 环线房,79800  元/平(均价),总价1730万/套
融尚未来,住宅,在售,"['昌平 ', ' 北七家 ', ' 未来科学城南区鲁瞳西路和南区三街交叉口西行50米']",环线房 近主干道 现房 购物方便,1250  万/套(总价),总价800万/套
和光尘樾,别墅,在售,"['朝阳 ', ' 东坝 ', ' 东五环七棵树桥出口向东1.5千米']",品牌房企 公交直达 环线房 车位充足,3800  万/套(总价),总价3800万/套
国锐金嵿,住宅,在售,"['亦庄开发区 ', ' 亦庄 ', ' 荣华南路1号院']",贴心物业 地铁沿线 公交直达 现房,78000  元/平(均价),总价2200万/套
西山艺境华墅,别墅,在售,"['门头沟 ', ' 大峪 ', ' 阜石路双峪路口西800米路南']",品牌房企 复式 公交直达 环线房,42000  元/平(均价),
西长安壹号,商业类,在售,"['门头沟 ', ' 门头沟其它 ', ' 门头沟石龙北路与石龙东路交汇向北100米处']",低单价 品牌房企 小户型 环线房,33000  元/平(均价),
元熙华府,住宅,在售,"['丰台 ', ' 宋家庄 ', ' 东南三环东铁营桥向南600米']",地铁沿线 环线房 现房 绿化率高,82000  元/平(均价),总价750万/套
京贸国际公馆,住宅,在售,"['通州 ', ' 九棵树(家乐福) ', ' 怡乐中路299号院（广渠快速路二期出口向南1000米）']",环线房 近主干道 现房 绿化率高,660  万/套(总价),
凯德麓语,别墅,在售,"['昌平 ', ' 昌平其它 ', ' 兴寿镇京承高速G11出口向西怀昌路北侧']",复式 环线房 临近高速 现房,35000  元/平(均价),总价750万/套
招商都会湾,住宅,在售,"['昌平 ', ' 东关 ', ' 内环西路招商都会中心']",品牌房企 自持商业 环线房 低密居所,43000  元/平(均价),总价380万/套
京贸国际城·峰景,住宅,在售,"['通州 ', ' 武夷花园 ', ' 芙蓉东路1号（通燕高速通州新城出口路南）']",小户型 地铁沿线 公交直达 现房,72000  元/平(均价),总价492万/套
观唐云鼎,别墅,在售,"['密云 ', ' 密云其它 ', ' 密溪路39号院']",养老房 旅游地产 公交直达 多轨交汇,31000  元/平(均价),总价530万/套
北京城建琨廷,住宅,在售,"['房山 ', ' 窦店 ', ' 窦店镇京港澳高速公路提香草堂出口往西侧1.4公里, 于庄路1号院']",品牌房企 贴心物业 公交直达 环线房,28000  元/平(均价),总价448万/套
保利首开天誉,别墅,在售,"['朝阳 ', ' 东坝 ', ' 东五环七棵树路口向东280米']",品牌房企 公交直达 环线房 现房,4000  万/套(总价),总价3800万/套
浅山香邑,住宅,在售,"['顺义 ', ' 顺义其它 ', ' 林秀西路1号院二区, 浅香北街16号院']",水系园林 自持商业 公交直达 环线房,270  万/套(总价),总价280万/套
梵悦108,住宅,在售,"['朝阳 ', ' CBD ', ' 建国路乙108号']",品牌房企 休闲会所 环线房 近主干道,150000  元/平(均价),总价2300万/套
旭辉城,住宅,在售,"['房山 ', ' 房山其它 ', ' 西南六环良乡出口往南约2公里']",限竞房 品牌房企 小户型 公交直达,35000  元/平(均价),总价260万/套
首创远洋禧瑞天著,住宅,在售,"['亦庄开发区 ', ' 通州其它 ', ' 科创十一街与经海九路交汇处西南角（亦庄线次渠南站200米）']",限竞房 刚需优选 视频看房 品牌房企,52695  元/平(均价),总价430万/套
世茂西山龙胤,别墅,在售,"['海淀 ', ' 海淀北部新区 ', ' 南沙河西路上庄大桥南口向西800米']",品牌房企 环线房 近主干道 车位充足,4000  万/套(总价),总价4000万/套
华润理想国,住宅,在售,"['昌平 ', ' 北七家 ', ' 北七家镇立汤路与北清路交叉点向东800米北清路南侧']",限竞房 品牌房企 贴心物业 环线房,49520  元/平(均价),总价440万/套
檀香府,住宅,在售,"['门头沟 ', ' 门头沟其它 ', ' 京潭大街与潭柘十街交叉口']",品牌房企 水系园林 环线房 现房,50000  元/平(均价),总价480万/套
中海丽春湖墅·温榆府,住宅,在售,"['昌平 ', ' 沙河 ', ' 地铁昌平线沙河地铁站南600米']",限竞房 刚需优选 品牌房企 地铁沿线,470  万/套(总价),总价470万/套
中海丽春湖墅·温榆府,别墅,在售,"['昌平 ', ' 沙河 ', ' 地铁昌平线沙河地铁站南600米']",限竞房 视频看房 品牌房企 地铁沿线,1100  万/套(总价),总价1100万/套
祥云赋,住宅,在售,"['顺义 ', ' 后沙峪 ', ' 京承高速6出口（中央别墅区）罗马环岛北800米']",限竞房 中式建筑 环线房 低密居所,55583  元/平(均价),总价480万/套
泰禾金府大院,别墅,在售,"['丰台 ', ' 西红门 ', ' 南四环地铁新宫站南800米']",明星户型 品牌房企 科技住宅 多轨交汇,2800  万/套(总价),总价2800万/套
中海金樾和著,住宅,在售,"['房山 ', ' 房山其它 ', ' 良常路官道路口西800米']",限竞房 品牌房企 水系园林 环线房,37000  元/平(均价),总价320万/套
颐璟万和,住宅,在售,"['大兴 ', ' 黄村火车站 ', ' 新源大街4号线义和庄地铁向北约500米']",限竞房 视频看房 品牌房企 地铁沿线,55016  元/平(均价),总价477万/套
和悦华锦,住宅,在售,"['大兴 ', ' 大兴其它 ', ' 博兴八路与兴海一街交叉口西南侧100米']",限竞房 刚需优选 品牌房企 贴心物业,52695  元/平(均价),总价460万/套
和悦华玺,住宅,在售,"['昌平 ', ' 北七家 ', ' 北七家正北五环外，立汤路与北清路交汇处东行800米']",限竞房 贴心物业 入户花园 环线房,49800  元/平(均价),总价450万/套
天竺悦府,住宅,在售,"['顺义 ', ' 天竺 ', ' 天柱东路29号']",品牌房企 环线房 低密居所 车位充足,59500  元/平(均价),总价770万/套
新潮嘉园二期,住宅,在售,"['通州 ', ' 潞苑 ', ' 潞苑南大街185号']",小户型 温泉入户 公交直达 环线房,58500  元/平(均价),总价385万/套
朝青知筑,住宅,在售,"['朝阳 ', ' 常营 ', ' 朝阳北路与东五环路交接处向东2公里']",品牌房企 自持商业 环线房 人车分流,78000  元/平(均价),总价1060万/套
中海云筑,住宅,在售,"['大兴 ', ' 天宫院南 ', ' 京开高速庞各庄桥西1500米（庞各庄镇宏轩饺子馆儿对面）']",限竞房 低单价 视频看房 品牌房企,340  万/套(总价),总价340万/套
中海云筑,别墅,在售,"['大兴 ', ' 天宫院南 ', ' 京开高速庞各庄桥西1500米，团结路北（庞各庄镇宏轩饺子馆儿对面）']",限竞房 品牌房企 贴心物业 环线房,739  万/套(总价),总价860万/套
远洋五里春秋,住宅,在售,"['石景山 ', ' 石景山其它 ', ' 五里坨黑石头路前行500m']",限竞房 视频看房 品牌房企 环线房,52024  元/平(均价),总价420万/套
和锦薇棠,别墅,在售,"['朝阳 ', ' 常营 ', ' 黄渠东路与朝阳北路辅路交汇处']",品牌房企 一梯一户 地铁沿线 环线房,88000  元/平(均价),总价2000万/套
首创·河著,别墅,在售,"['顺义 ', ' 顺义其它 ', ' 京承高速 11出口（昌金路）向东900 米路北']",低总价 品牌房企 一梯一户 环线房,820  万/套(总价),总价1400万/套
招商雍合府,住宅,在售,"['大兴 ', ' 黄村中 ', ' 兴业大街与清源西路交汇处西南角（地铁4号线清源路站西侧800米）']",限竞房 视频看房 品牌房企 地铁沿线,55800  元/平(均价),总价460万/套
金隅·金麟府,住宅,在售,"['大兴 ', ' 大兴其它 ', ' 博兴八路与兴海一街交叉口西北侧']",限竞房 视频看房 品牌房企 环线房,52695  元/平(均价),总价468万/套
住总正华·时代广场,商业,在售,"['大兴 ', ' 天宫院 ', ' 地铁4号线生物医药基地站南200米']",品牌房企 地铁沿线 公交直达 车位充足,55000  元/平(均价),
天瑞宸章,别墅,在售,"['朝阳 ', ' 中央别墅区 ', ' 京密路与顺黄路交叉路口西南方向1000米']",限竞房 品牌房企 贴心物业 环线房,1500  万/套(总价),总价1500万/套
东方太阳城,别墅,在售,"['顺义 ', ' 顺义其它 ', ' 潮白河畔（顺义新城滨河森林公园西300米）']",养老房 水系园林 环线房 现房,2100  万/套(总价),总价2100万/套
壹亮马,住宅,在售,"['朝阳 ', ' 酒仙桥 ', ' 驼房营南路，将府公园西侧']",环线房 近主干道 车位充足 人车分流,98000  元/平(均价),总价1700万/套
中海云熙,住宅,在售,"['大兴 ', ' 大兴其它 ', ' 魏善庄新城南中轴路东侧500米']",限竞房 品牌房企 贴心物业 环线房,37700  元/平(均价),总价335万/套
龙湾别墅,住宅,在售,"['顺义 ', ' 中央别墅区 ', ' 后沙峪乡龙湾别墅']",科技住宅 花园洋房 环线房 低密居所,1338  万/套(总价),总价1338万/套
大兴金茂悦,住宅,在售,"['大兴 ', ' 大兴其它 ', ' 南中轴与龙江路交汇处东300米（世界月季公园北500米）']",限竞房 刚需优选 视频看房 贴心物业,37500  元/平(均价),总价291万/套
珠江阙,住宅,在售,"['通州 ', ' 武夷花园 ', ' 运河文化广场东侧30米']",环线房 车位充足 人车分流 河景,2300  万/套(总价),总价2300万/套
远洋五里春秋,别墅,在售,"['石景山 ', ' 石景山其它 ', ' 五里坨黑石头路前行500m']",限竞房 品牌房企 中式建筑 环线房,1300  万/套(总价),总价1300万/套
林肯时代,商业类,在售,"['亦庄开发区 ', ' 亦庄 ', ' 荣华路与荣京西街交叉口西侧300米（荣京东街站西侧600米）']",成熟商圈 三甲医院,42000  元/平(均价),
公园十七区,住宅,在售,"['顺义 ', ' 后沙峪 ', ' 中央别墅区火沙路和裕庆路交汇口北500米']",限竞房 多轨交汇 三甲医院,55711  元/平(均价),总价475万/套
通泰国际公馆,住宅,在售,"['亦庄开发区 ', ' 亦庄 ', ' 科创十三街29号院（地铁亦庄线经海路站西南角 ）']",刚需优选 小户型 品牌房企 环线房,52000  元/平(均价),总价280万/套
首开熙悦观湖,住宅,在售,"['房山 ', ' 房山其它 ', ' 房山区青龙湖镇中心区,西至魏各庄路,北至青龙湖管理处']",限竞房 视频看房 品牌房企 环线房,280  万/套(总价),总价280万/套
金地·大湖风华,住宅,在售,"['房山 ', ' 房山其它 ', ' 北京市房山区青龙湖水上乐园东南角']",限竞房 刚需优选 视频看房 品牌房企,330  万/套(总价),总价265万/套
金辰府,住宅,在售,"['昌平 ', ' 北七家 ', ' 北五环定泗路北七家镇政府正南']",限竞房 刚需优选 视频看房 品牌房企,53000  元/平(均价),总价430万/套
建邦·顺颐府,住宅,在售,"['顺义 ', ' 后沙峪 ', ' 空港B区裕民大街30号千里马国际一层建邦•顺颐府售楼中心']",限竞房 刚需优选 多轨交汇 环线房,465  万/套(总价),总价465万/套
橡树珑湾,住宅,在售,"['顺义 ', ' 顺义城 ', ' 顺义区白马路与通顺路交叉口西南角（距顺义站3—4公里）']",明星户型 限竞房 品牌房企 水系园林,36000  元/平(均价),
中铁·诺德春风和院,住宅,在售,"['丰台 ', ' 花乡 ', ' 丰台区白盆窑六圈路和樊羊路交汇处东南']",限竞房 品牌房企 中式建筑 近主干道,67702  元/平(均价),总价600万/套
观承别墅·大家,住宅,在售,"['顺义 ', ' 后沙峪 ', ' 京承高速8号未来科技城出口路东']",明星户型 贴心物业 环线房 临近高速,730  万/套(总价),
葛洲坝北京紫郡兰园,住宅,在售,"['海淀 ', ' 海淀北部新区 ', ' 北清路葛洲坝北京紫郡兰园']",刚需优选 限竞房 贴心物业 环线房,53000  元/平(均价),
首开琅樾二期,住宅,在售,"['朝阳 ', ' 中央别墅区 ', ' 京密路与京平辅路交叉口西行1.5公里']",明星户型 品牌房企 现房 低密居所,价格待定,总价1280万/套
信达·国子郡,住宅,在售,"['昌平 ', ' 沙河 ', ' 沙河镇北沙河中路与高教园附近']",刚需优选 小户型 环线房 人车分流,48810  元/平(均价),总价384万/套
华业玫瑰东筑,住宅,在售,"['通州 ', ' 临河里 ', ' 梨园南街与临河里路交汇处，通州地铁土桥站南行800米']",刚需优选 小户型 环线房 人车分流,56000  元/平(均价),总价340万/套
保利和光逸境,住宅,在售,"['丰台 ', ' 青塔 ', ' 丰台区西四环中路83号']",明星户型 贴心物业 多轨交汇 车位充足,840  万/套(总价),总价1600万/套
天恒世界集,商业,在售,"['大兴 ', ' 郁花园 ', ' 盛坊路1号院']",小户型 环线房 现房 车位充足,55000  元/平(均价),
富兴首府,住宅,在售,"['朝阳 ', ' 东坝 ', ' 东坝路9号东北60米']",花园洋房 车位充足,85000  元/平(均价),总价1200万/套
中铁诺德阅墅,别墅,在售,"['顺义 ', ' 中央别墅区 ', ' 中央别墅区优山美地D区西北侧']",品牌房企 环线房 车位充足 大型社区,1200  万/套(总价),总价1200万/套
世茂国风长安,别墅,在售,"['丰台 ', ' 青塔 ', ' 西四环边，莲石路旁']",品牌房企 地铁沿线 公交直达 人车分流,2300  万/套(总价),
金地·大湖风华,别墅,在售,"['房山 ', ' 房山其它 ', ' 良坨路金地大湖风华']",刚需优选 限竞房 品牌房企 环线房,500  万/套(总价),总价540万/套
懋源·璟岳,住宅,在售,"['丰台 ', ' 玉泉营 ', ' 南三环西路99号院']",车位充足 人车分流 三甲医院,2300  万/套(总价),总价2900万/套
懋源·璟岳,别墅,在售,"['丰台 ', ' 玉泉营 ', ' 南三环西路99号院']",车位充足 人车分流 成熟商圈 三甲医院,5500  万/套(总价),总价5500万/套
山屿西山著,别墅,在售,"['海淀 ', ' 海淀北部新区 ', ' 北清路山屿湖']",限竞房 贴心物业 近主干道 成熟商圈,53000  元/平(均价),总价1400万/套
御世佳府,别墅,在售,"['通州 ', ' 潞苑 ', ' 朝阳北路延长线北侧']",环线房 低密居所 小型社区,70000  元/平(均价),
碧桂园世奥龙鼎,住宅,在售,"['延庆 ', ' 延庆其它 ', ' 百泉路延庆碧桂园世奥龙鼎']",低密居所 大型社区 天然氧吧 山景,230  万/套(总价),总价230万/套
城市之光·东望,住宅,在售,"['通州 ', ' 通州其它 ', ' 东五环化工桥向东京津高速第一出口通马路向南约500米']",限竞房 视频看房 品牌房企 环线房,51585  元/平(均价),总价450万/套
合景天汇广场,住宅,在售,"['顺义 ', ' 马坡 ', ' 顺义区昌金路与通顺路交汇处天汇广场售楼处']",品牌房企 环线房 低密居所 车位充足,38000  元/平(均价),总价330万/套
