title,houseType,floor,position,area,direction,buildTime,viewNum,time,tags,unitPrice,totalPrice
满五年且唯一住房 全明格局 5与13号线双轨交汇,2室1厅 , 低楼层(共20层) ,北京北 - 立水桥, 81.92平米 , 东南 , 2008年建 ,418人关注,一年前发布,近地铁VR看装修房本满五年,单价55176元/平米,452万
房本满五年，家庭唯一住房。中间楼层，3卧2卫落地大窗,3室1厅 , 中楼层(共22层) ,怡海花园恒丰园 - 玉泉营, 134.15平米 , 东 , 2005年建 ,88人关注,一年前发布,VR房源房本满五年,单价56654元/平米,760万
篱笆房 全明格局 南北通透 两居室 采光好,2室1厅 , 低楼层(共9层) ,芭蕾雨悦都北区 - 长阳, 76.72平米 , 南 北 , 2011年建 ,140人关注,一年前发布,近地铁VR看装修房本满两年,单价41711元/平米,320万
五里店南里 精装修 东南向 两居室 看房方便,3室1厅 , 顶层(共6层) ,五里店南里 - 五里店, 70.19平米 , 东南 , 1990年建 ,358人关注,11个月以前发布,VR房源房本满五年,单价35333元/平米,248万
满五年唯一，南向高层，复式格局，每月租金3.6万,3室1厅 , 高楼层(共36层) ,SOHO现代城 - CBD, 260.44平米 , 南 , 2001年建 ,64人关注,5个月以前发布,VR房源房本满五年,单价40701元/平米,1060万
四环内 地铁旁 低楼层 满五唯一,2室1厅 , 底层(共5层) ,新村三里 - 玉泉营, 64.05平米 , 南 北 , 2000年建 ,57人关注,7个月以前发布,近地铁VR房源房本满五年随时看房,单价53084元/平米,340万
南北通透 把边户型 有钥匙 随时看,2室1厅 , 顶层(共6层) ,卢沟桥南里甲八号院 - 卢沟桥, 75.52平米 , 南 西 北 , 2000年建 ,91人关注,6个月以前发布,VR看装修房本满五年随时看房,单价35488元/平米,268万
南北向小两居 有钥匙看房方便 诚心出售,2室1厅 , 中楼层(共6层) ,丰西北里 - 五里店, 54.08平米 , 南 北 , 1990年建 ,95人关注,5个月以前发布,VR看装修房本满五年随时看房,单价42345元/平米,229万
大峪南路一居室南北通透楼层适中，已满两年,1室1厅 , 中楼层(共6层) ,大峪南路 - 大峪, 38.7平米 , 南 北 , 1991年建 ,250人关注,一年前发布,VR房源房本满两年随时看房,单价36951元/平米,143万
地铁口 满五年唯一房产 简约装修 无抵押 随时具备签约,2室1厅 , 中楼层(共6层) ,前泥洼小区 - 丽泽, 88.12平米 , 南 北 , 2000年建 ,99人关注,4个月以前发布,近地铁VR看装修房本满五年随时看房,单价57876元/平米,510万
南北通透 带电梯 两居室 采光好,2室2厅 , 顶层(共18层) ,康庄中巷4号院 - 枣园, 83.89平米 , 南 北 , 2012年建 ,86人关注,1个月以前发布,VR房源房本满五年随时看房,单价36358元/平米,305万
四环里带电梯 双卧朝南 无遮挡 华熙购物 诚心出售,2室1厅 , 顶层(共18层) ,西翠路12号院 - 万寿路, 67.3平米 , 南 , 1988年建 ,183人关注,一年前发布,近地铁VR房源房本满两年,单价96583元/平米,650万
建华北里小区 精装两居 采光好 配套成熟,2室1厅 , 顶层(共6层) ,建华北里小区 - 良乡, 59.77平米 , 南 , 1993年建 ,174人关注,一年前发布,VR房源房本满两年,单价27104元/平米,162万
南向三居室 业主诚心出售 户型方正 楼层高 视野好,3室2厅 , 高楼层(共29层) ,三环新城7号院 - 玉泉营, 118.46平米 , 南 , 2005年建 ,146人关注,一年前发布,近地铁VR房源房本满五年,单价49806元/平米,590万
满五年唯一 南北通透三居室 诚意出售 看房方便,3室1厅 , 顶层(共6层) ,观音景园一期 - 百子湾, 125.15平米 , 南 北 , 2003年建 ,105人关注,一年前发布,VR房源房本满五年,单价38754元/平米,485万
马赛公馆 小区环境优美 中间楼层 前后视野好,2室2厅 , 低楼层(共18层) ,马赛公馆 - 枣园, 83.03平米 , 南 , 2012年建 ,100人关注,11个月以前发布,VR看装修房本满五年,单价46369元/平米,385万
住欣家园 精装 经济适用房 视野开阔,2室1厅 , 中楼层(共22层) ,住欣家园 - 常营, 70.86平米 , 南 西 , 2010年建 ,137人关注,一年前发布,近地铁VR房源房本满五年随时看房,单价43043元/平米,305万
加州水郡带飘窗东向两居夏日看荷花,2室1厅 , 顶层(共14层) ,加州水郡四期 - 长阳, 88.64平米 , 东 , 2011年建 ,62人关注,7个月以前发布,VR房源房本满两年,单价27640元/平米,245万
珠江御景 3室1厅 415万,3室1厅 , 高楼层(共11层) ,珠江御景 - 丰台其它, 131.8平米 , 南 北 , 2007年建 ,51人关注,6个月以前发布,VR看装修房本满五年,单价31488元/平米,415万
程庄路3号院，满五唯一，东西通透两居室，带露台,3室2厅 , 高楼层(共8层) ,程庄路3号院 - 五里店, 97.01平米 , 东 西 , 2000年建 ,79人关注,5个月以前发布,近地铁VR看装修房本满五年,单价38141元/平米,370万
广安﹒康馨家园 1室1厅 265万,1室1厅 , 高楼层(共28层) ,广安﹒康馨家园 - 青塔, 56.77平米 , 南 , 2015年建 ,74人关注,3个月以前发布,VR房源房本满两年随时看房,单价46680元/平米,265万
晓月苑一里精装修两居室业主出售中,2室1厅 , 高楼层(共6层) ,晓月苑一里 - 卢沟桥, 69.52平米 , 南 北 , 1997年建 ,158人关注,5个月以前发布,VR看装修房本满五年,单价40996元/平米,285万
三线地铁临公园满五唯一高楼层无遮挡采光好西南朝向,2室1厅 , 中楼层(共24层) ,庄维花园 - 七里庄, 95.74平米 , 西南 , 2001年建 ,45人关注,4个月以前发布,近地铁VR看装修房本满五年,单价61103元/平米,585万
拎包入住 南北通透 适合三代人居住,2室1厅 , 高楼层(共6层) ,丰西北里 - 五里店, 58.71平米 , 南 北 , 1995年建 ,142人关注,4个月以前发布,VR看装修房本满五年,单价40709元/平米,239万
经理推荐、带电梯南北向两居室、大客厅、业主诚心出售,2室1厅 , 中楼层(共16层) ,南三环中路 - 刘家窑, 81.2平米 , 南 北 , 2004年建 ,195人关注,4个月以前发布,近地铁VR看装修房本满两年,单价51478元/平米,418万
晓月新苑 2室1厅 261万,2室1厅 , 低楼层(共22层) ,晓月新苑 - 卢沟桥, 68.9平米 , 南 , 2007年建 ,89人关注,4个月以前发布,VR房源房本满两年,单价37881元/平米,261万
两居室 精装修 低楼层 南北通透,2室1厅 , 底层(共6层) ,晓月苑三里 - 卢沟桥, 67.88平米 , 南 北 , 1998年建 ,191人关注,3个月以前发布,VR看装修房本满两年,单价39040元/平米,265万
精装两居 满五年 格局合理 换房诚售,2室1厅 , 低楼层(共23层) ,沸城 - 卢沟桥, 83.94平米 , 东南 , 2007年建 ,80人关注,3个月以前发布,VR看装修房本满五年,单价41578元/平米,349万
丰台西路45号院两居室 中楼层 南北通透,2室1厅 , 中楼层(共6层) ,南五里店45号院 - 五里店, 55.62平米 , 南 北 , 1995年建 ,62人关注,3个月以前发布,VR房源房本满五年,单价46926元/平米,261万
张郭庄小区 2室1厅 193万,2室1厅 , 中楼层(共5层) ,张郭庄小区 - 丰台其它, 59.4平米 , 南 北 ,,59人关注,3个月以前发布,VR房源房本满两年,单价32492元/平米,193万
晓月新苑 2室1厅 352万,2室1厅 , 高楼层(共22层) ,晓月新苑 - 卢沟桥, 91.97平米 , 西南 , 2007年建 ,22人关注,3个月以前发布,VR房源房本满五年,单价38274元/平米,352万
新月家园一层带院两居室，满五唯一,2室1厅 , 底层(共6层) ,新月家园 - 卢沟桥, 103.59平米 , 南 北 , 2002年建 ,23人关注,3个月以前发布,VR房源房本满五年,单价45275元/平米,469万
学院路 六道口 中铁翰庭 西向精装开间 满五年唯一,1室0厅 , 低楼层(共16层) ,中铁翰庭 - 学院路, 39.01平米 , 西 , 2009年建 ,87人关注,9个月以前发布,近地铁VR房源房本满五年,单价96899元/平米,378万
水木兰亭精装大平层，一梯一户，4居室，原值高,4室2厅 , 中楼层(共5层) ,水木兰亭 - 中央别墅区, 195.96平米 , 南 北 , 2004年建 ,224人关注,8个月以前发布,VR房源,单价40723元/平米,798万
和光里 全明三居 南北通透 落地飘窗 满五年唯一,3室1厅 , 中楼层(共16层) ,和光里 - 五里店, 106.28平米 , 南 北 , 2005年建 ,75人关注,28天以前发布,近地铁VR房源房本满五年,单价50810元/平米,540万
小区环境好，楼龄新，停车方便。,1室1厅 , 中楼层(共19层) ,程庄南里 - 五里店, 75.87平米 , 西 , 2002年建 ,20人关注,3个月以前发布,VR看装修房本满五年,单价40201元/平米,305万
老山西里 带电梯全南两居户型 房子精装修,2室1厅 , 高楼层(共16层) ,老山西里 - 老山, 62.34平米 , 南 , 1982年建 ,54人关注,1个月以前发布,近地铁VR看装修随时看房,单价51171元/平米,319万
碧桂园三期 南北通透两居室 满五唯一楼层好视野开阔,2室1厅 , 高楼层(共11层) ,碧桂园小区C区 - 长阳, 93.35平米 , 南 北 , 2006年建 ,73人关注,28天以前发布,VR房源房本满五年随时看房,单价27317元/平米,255万
南北通透 有电梯 采光通风效果好,3室2厅 , 中楼层(共18层) ,景馨家园 - 玉桥, 147.35平米 , 南 北 , 2006年建 ,90人关注,一年前发布,VR房源房本满五年随时看房,单价43299元/平米,638万
接近成交价，总价低，联排别墅，紧邻开发区,3室2厅 , 3层 ,天鹅堡 - 马驹桥, 244.44平米 , 南 北 , 2007年建 ,201人关注,一年前发布,VR房源房本满两年随时看房,单价29251元/平米,715万
通达园 6+7复式 带南北大露台 精装修 随时可看,5室1厅 , 高楼层(共7层) ,通达园 - 回龙观, 192.51平米 , 南 北 , 2000年建 ,198人关注,10个月以前发布,VR房源房本满五年随时看房,单价27843元/平米,536万
瑞新里3+1户型 满五唯一 有车位,4室2厅 , 高楼层(共15层) ,瑞新里小区 - 定慧寺, 168.44平米 , 南 北 , 2007年建 ,157人关注,9个月以前发布,近地铁VR房源房本满五年随时看房,单价82819元/平米,1395万
文慧园北路4号院三居大客厅采光好南北通透随时看房,3室2厅 , 低楼层(共14层) ,文慧园北路4号院 - 小西天, 105.2平米 , 南 北 东 , 1999年建 ,42人关注,3个月以前发布,VR房源房本满两年随时看房,单价85552元/平米,900万
东二环 2016年小区 精装修 看房方便,2室1厅 , 中楼层(共15层) ,中海枫丹公馆 - 建国门外, 133.29平米 , 东 西 , 2016年建 ,24人关注,2个月以前发布,VR房源房本满两年随时看房,单价96632元/平米,1288万
首付90万起 70年产权住宅商品房 刚需选择 立水桥地铁,1室0厅 , 高楼层(共30层) ,北方明珠 - 立水桥, 55.38平米 , 东 , 2004年建 ,188人关注,2个月以前发布,近地铁VR房源房本满五年随时看房,单价36115元/平米,200万
金都公寓 精装修两居室 中间楼层 户型规整,2室1厅 , 中楼层(共31层) ,芳城园一区 - 方庄, 70.65平米 , 东北 , 1993年建 ,92人关注,1个月以前发布,近地铁VR看装修房本满两年随时看房,单价60864元/平米,430万
客厅面宽5米 1梯2户 上下楼方便,3室1厅 , 低楼层(共9层) ,益辰欣园 - 科技园区, 144.74平米 , 南 北 , 2000年建 ,66人关注,28天以前发布,VR看装修房本满五年随时看房,单价43389元/平米,628万
花市枣苑小户型低总价两居室精装修诚心出售,2室1厅 , 中楼层(共18层) ,花市枣苑三期 - 东花市, 93.43平米 , 西南 , 2005年建 ,91人关注,6个月以前发布,近地铁VR看装修房本满五年随时看房,单价96222元/平米,899万
满5年唯一，诚意出售，稳定签约，全明格局,4室2厅 , 高楼层(共26层) ,宝星园一区 - 望京, 169.89平米 , 南 北 , 2003年建 ,105人关注,一年前发布,近地铁VR看装修房本满五年随时看房,单价60039元/平米,1020万
东西通透，无遮挡，业主诚意出售，看房提前约。,2室2厅 , 低楼层(共27层) ,林奥嘉园 - 奥林匹克公园, 126.43平米 , 东 西 , 2015年建 ,68人关注,一年前发布,VR房源,单价52203元/平米,660万
龙湖 自住装修标准 一层带花园 带车位 电梯洋房,5室2厅 , 底层(共8层) ,龙湖香醍漫步四区北区 - 马坡, 318.21平米 , 南 北 , 2011年建 ,309人关注,9个月以前发布,VR房源房本满五年随时看房,单价23884元/平米,760万
大井北里 正规两居室 业主诚心卖,2室1厅 , 中楼层(共6层) ,大井北里 - 岳各庄, 60.8平米 , 南 北 , 1990年建 ,67人关注,7个月以前发布,近地铁VR房源,单价47698元/平米,290万
天下儒寓精装一居室，视野开阔，电梯房，交通便利。,1室1厅 , 28层 ,天下儒寓 - 科技园区, 68.88平米 , 南 , 2008年建 ,38人关注,7个月以前发布,近地铁VR房源房本满两年,单价39925元/平米,275万
崔村一里中间楼层正规两居室业主诚意出售,2室1厅 , 中楼层(共6层) ,崔村一里 - 丰台其它, 58.77平米 , 南 北 , 1993年建 ,52人关注,3个月以前发布,VR看装修,单价34882元/平米,205万
太平桥东里 带电梯三居 楼道铺设地砖 可观莲花池公园,3室1厅 , 高楼层(共24层) ,太平桥东里 - 太平桥, 86.45平米 , 西南 北 , 1989年建 ,89人关注,9个月以前发布,近地铁VR房源随时看房,单价61886元/平米,535万
精装大复式 南北通透 满五年 业主首套,4室2厅 , 高楼层(共7层) ,天通苑东一区 - 天通苑, 211.21平米 , 南 北 , 2001年建 ,390人关注,一年前发布,VR房源房本满五年,单价23626元/平米,499万
精装四居，花厅阳台已封闭，地暖威震压新风，只有契税,4室2厅 , 低楼层(共9层) ,逸翠园 - 朝青, 245.72平米 , 南 北 , 2013年建 ,172人关注,一年前发布,VR房源房本满两年,单价69185元/平米,1700万
南四环苏州园林社区，院内长廊庭院式风格。,4室3厅 , 底层(共4层) ,宣颐家园 - 旧宫, 272.31平米 , 南 北 , 2003年建 ,244人关注,一年前发布,VR房源房本满五年,单价48475元/平米,1320万
平层四居带三个卫生间中间楼层业主家庭唯一住房,4室2厅 , 中楼层(共11层) ,当代城市家园 - 上地, 193.59平米 , 南 北 , 2002年建 ,141人关注,10个月以前发布,VR房源房本满五年,单价59921元/平米,1160万
近大观园复式三居，两卫，精装修，看房方便,3室1厅 , 高楼层(共20层) ,圣都大厦 - 右安门内, 160.36平米 , 南 北 , 2001年建 ,187人关注,7个月以前发布,VR房源房本满五年,单价64855元/平米,1040万
山水汇豪 南北通透三居室 全明格局 满五唯一,3室1厅 , 高楼层(共6层) ,山水汇豪苑A区 - 窦店, 124.84平米 , 南 北 , 2003年建 ,24人关注,6个月以前发布,VR房源房本满五年,单价18424元/平米,230万
志新北里 中间层 南北通透 采光好,2室2厅 , 低楼层(共6层) ,志新北里 - 二里庄, 65平米 , 南 北 , 1996年建 ,72人关注,2个月以前发布,VR看装修房本满五年,单价90000元/平米,585万
东城区二环里满五年唯一南北通透全明格局不临街,2室1厅 , 中楼层(共4层) ,永定门东街中里 - 天坛, 49.52平米 , 南 北 , 1973年建 ,65人关注,2个月以前发布,VR房源房本满五年,单价82795元/平米,410万
满五唯一，大5居，适合大家庭居住,5室2厅 , 高楼层(共12层) ,花涧溪 - 临河里, 197.08平米 , 南 北 , 2006年建 ,124人关注,一年前发布,近地铁VR房源房本满五年随时看房,单价36026元/平米,710万
天兴家园正规一居室，看房随时，业主自住,1室1厅 , 顶层(共25层) ,天兴家园 - 科技园区, 49.3平米 , 东 , 2012年建 ,90人关注,8个月以前发布,VR房源,单价42191元/平米,208万
高层观景南向两居 看房有钥匙 诚意出售,2室2厅 , 顶层(共22层) ,中海紫御公馆 - 陶然亭, 91.53平米 , 南 , 2010年建 ,151人关注,6个月以前发布,近地铁VR房源房本满两年随时看房,单价87404元/平米,800万
绿林苑大户型住宅，自带大院子和私家车库,4室1厅 , 底层(共3层) ,绿林苑 - 西红门, 224.29平米 , 南 西 北 , 2001年建 ,192人关注,一年前发布,VR房源房本满五年随时看房,单价40127元/平米,900万
南北通透正规复式四居室户型方正，采光充足。,4室2厅 , 顶层(共6层) ,翠谷玉景 - 玉泉路, 154.1平米 , 南 北 , 2004年建 ,234人关注,一年前发布,VR房源房本满五年随时看房,单价40883元/平米,630万
橡树湾四期双卧室客厅朝南三居室 全明格局 视野好,3室2厅 , 高楼层(共18层) ,橡树湾 - 清河, 158.9平米 , 南 北 , 2013年建 ,389人关注,一年前发布,VR看装修房本满两年随时看房,单价91253元/平米,1450万
正规四居室，中间位置，采光充足，诚意卖，随时签约,4室2厅 , 7层 ,安宁里南区 - 安宁庄, 119.81平米 , 南 北 , 2000年建 ,284人关注,一年前发布,VR房源房本满两年随时看房,单价44655元/平米,535万
马家堡 南北通透 双卫精装房 有钥匙,2室2厅 , 高楼层(共13层) ,名都家苑 - 马家堡, 116.23平米 , 南 北 , 2006年建 ,154人关注,一年前发布,近地铁VR看装修房本满五年随时看房,单价66248元/平米,770万
一期复式 上下两层独立空间 双卫 双厅,3室2厅 , 顶层(共6层) ,兴隆家园 - 高碑店, 118.82平米 , 南 北 , 2000年建 ,133人关注,一年前发布,近地铁VR房源房本满五年随时看房,单价39219元/平米,466万
此房满五年，户型方正，看房方便，随时签约。,2室2厅 , 高楼层(共29层) ,朗琴园 - 广安门, 100.49平米 , 东南 北 , 2002年建 ,278人关注,一年前发布,近地铁VR房源房本满五年随时看房,单价99015元/平米,995万
花样年华小区 电梯房 高楼层三居两卫户型,3室2厅 , 高楼层(共26层) ,新悦家园 - 鼓楼大街, 137.81平米 , 南 北 , 2003年建 ,76人关注,一年前发布,VR看装修房本满两年随时看房,单价27212元/平米,375万
天竺花园复式，4室2厅，带露台,4室2厅 , 高楼层(共7层) ,天竺花园 - 天竺, 172.14平米 , 南 北 , 1995年建 ,207人关注,一年前发布,VR房源房本满五年随时看房,单价24922元/平米,429万
满五年唯一 业主急售 精装修 接受换房,3室2厅 , 底层(共20层) ,金汉绿港三区 - 顺义城, 126.6平米 , 南 北 , 2008年建 ,146人关注,一年前发布,近地铁VR看装修房本满五年随时看房,单价37283元/平米,472万
房子是复式结构，客厅挑高6米，东南北三面采光。,4室2厅 , 7层 ,龙熙顺景 - 天宫院南, 212.85平米 , 东 南 北 , 2006年建 ,234人关注,一年前发布,VR房源房本满五年随时看房,单价20672元/平米,440万
东城 2000年 电梯板楼大2居 景观青年湖公园 满五唯一,2室2厅 , 高楼层(共8层) ,湖景苑 - 安定门, 129.84平米 , 东 西 , 1999年建 ,155人关注,一年前发布,近地铁VR房源房本满五年随时看房,单价89341元/平米,1160万
八通线京通快速两广路电梯三居随时可签,3室1厅 , 11层 ,雅丽世居 - 果园, 140.32平米 , 南 西 北 , 2005年建 ,187人关注,一年前发布,近地铁VR房源房本满五年随时看房,单价37059元/平米,520万
南北通透H户型，中间楼层，满五年,2室2厅 , 中楼层(共6层) ,观音寺南里 - 观音寺, 98.81平米 , 南 北 , 1999年建 ,85人关注,一年前发布,VR房源房本满五年随时看房,单价30261元/平米,299万
海淀玉泉路 玉海园电梯两居室 满五年商品房 诚意出售,2室2厅 , 高楼层(共11层) ,玉海园二里 - 玉泉路, 99.35平米 , 西北 , 1998年建 ,109人关注,一年前发布,近地铁VR看装修房本满五年随时看房,单价61400元/平米,610万
精装修 采光好能看出几公里以外 满五唯一 拎包入住,2室2厅 , 高楼层(共15层) ,新里西斯莱公馆 - 高米店南, 100.64平米 , 南 北 , 2010年建 ,182人关注,一年前发布,近地铁VR房源房本满五年随时看房,单价50179元/平米,505万
随时看房。双卧朝南，南北四居，品质住宅,4室2厅 , 高楼层(共15层) ,紫金长安 - 五棵松, 198平米 , 南 北 , 2005年建 ,70人关注,一年前发布,VR房源房本满五年随时看房,单价109091元/平米,2160万
北苑茉藜园中间层南向三居，采光充足 地采暖,3室2厅 , 中楼层(共26层) ,北苑家园茉藜园 - 北苑, 127.35平米 , 西南 , 2005年建 ,207人关注,一年前发布,VR房源房本满五年随时看房,单价48528元/平米,618万
纯毛坯，没入住，原始户型，双卧室客厅朝南大三居,3室2厅 , 低楼层(共7层) ,冠城大通百旺府 - 海淀北部新区, 149.99平米 , 南 北 , 2016年建 ,209人关注,一年前发布,VR房源房本满两年随时看房,单价62005元/平米,930万
长阳半岛紫云家园双通透一层带院 精装修 前后都有花园,3室2厅 , 底层(共17层) ,长阳半岛怡和南路10号院 - 长阳, 120.63平米 , 南 北 , 2015年建 ,149人关注,一年前发布,VR房源房本满两年随时看房,单价48827元/平米,589万
南北小三居，户型方正，随时看房,3室1厅 , 低楼层(共9层) ,芭蕾雨悦都南区 - 长阳, 90.53平米 , 南 北 , 2012年建 ,179人关注,一年前发布,近地铁VR看装修房本满两年随时看房,单价39656元/平米,359万
澳景花庭 3室1厅 980万,3室1厅 , 中楼层(共14层) ,澳景花庭 - 奥林匹克公园, 146.86平米 , 南 北 , 2006年建 ,110人关注,一年前发布,VR房源房本满五年随时看房,单价66731元/平米,980万
复式三居室，高楼层落地窗，南北通透，诚意出售,3室2厅 , 高楼层(共11层) ,当代城市家园 - 上地, 158.37平米 , 南 北 , 2003年建 ,207人关注,一年前发布,VR房源房本满五年随时看房,单价59355元/平米,940万
椿树园 东西 经典商品房 三居。,3室2厅 , 低楼层(共14层) ,椿树园 - 宣武门, 114.62平米 , 东 西 , 1999年建 ,117人关注,一年前发布,近地铁VR看装修房本满五年随时看房,单价95097元/平米,1090万
中铁花溪渡 3室3卫 开发商带精装修 有钥匙,3室1厅 , 中楼层(共11层) ,中铁花溪渡 - 马坡, 157.02平米 , 南 北 , 2014年建 ,83人关注,11个月以前发布,VR看装修房本满两年随时看房,单价38849元/平米,610万
独院管理，民航局，楼道干净，有钥匙随时看，电梯直达,3室1厅 , 低楼层(共18层) ,安华里社区 - 安贞, 71.78平米 , 南 西 , 1987年建 ,136人关注,11个月以前发布,近地铁VR看装修房本满两年随时看房,单价85679元/平米,615万
奢华复式，三卧朝南，带100平露台！,3室3厅 , 顶层(共14层) ,金地仰山西区 - 高米店南, 180.43平米 , 东 南 北 , 2012年建 ,299人关注,11个月以前发布,VR房源房本满五年随时看房,单价44339元/平米,800万
南北向三居室户型，中高层采光通风好，诚心出售,3室1厅 , 高楼层(共16层) ,苹果园小区二区 - 苹果园, 85.73平米 , 东 南 北 , 1995年建 ,271人关注,11个月以前发布,近地铁VR看装修房本满两年随时看房,单价44209元/平米,379万
精装3居室 双卫生间 满五唯一,3室2厅 , 中楼层(共6层) ,东方太阳城 - 顺义其它, 150.54平米 , 南 北 , 2010年建 ,28人关注,10个月以前发布,VR看装修房本满五年随时看房,单价35871元/平米,540万
远洋自然 中间位置 南北通透 大三居,3室2厅 , 中楼层(共13层) ,远洋自然 - 大红门, 150.85平米 , 南 北 , 2006年建 ,128人关注,10个月以前发布,近地铁VR看装修房本满五年随时看房,单价55552元/平米,838万
永乐西区 低楼层三居室 户型方正,3室1厅 , 底层(共6层) ,永乐西区 - 鲁谷, 78.87平米 , 东 西 , 1992年建 ,118人关注,10个月以前发布,VR房源房本满五年随时看房,单价45645元/平米,360万
水郡长安，满五年南北三居，临河观景全明户型！,3室2厅 , 中楼层(共19层) ,水郡长安 - 双桥, 150.12平米 , 南 北 , 2008年建 ,113人关注,10个月以前发布,近地铁VR房源房本满五年随时看房,单价44631元/平米,670万
满二无增值税 原值高 没咋住过状态好 居住舒适度高,2室1厅 , 中楼层(共11层) ,绿地新都会 - 长阳, 85.61平米 , 南 , 2011年建 ,258人关注,10个月以前发布,VR看装修房本满两年随时看房,单价31188元/平米,267万
瑞都国际南区 人车分流 电梯房 大三居有钥匙看房方便,3室1厅 , 中楼层(共14层) ,瑞都国际南区 - 九棵树(家乐福), 140.2平米 , 南 北 , 2005年建 ,126人关注,10个月以前发布,近地铁VR房源房本满两年随时看房,单价40657元/平米,570万
精装三居，俯瞰奥森观景房，满五唯一，三室双卫,3室1厅 , 高楼层(共22层) ,慧忠里 - 亚运村, 122.21平米 , 东 西 北 , 1999年建 ,199人关注,10个月以前发布,近地铁VR房源房本满五年随时看房,单价74872元/平米,915万
房子南北通透格局，小区安静，远离喧嚣,3室2厅 , 中楼层(共15层) ,康宁居 - 马连道, 138.47平米 , 南 北 , 2002年建 ,222人关注,10个月以前发布,VR房源房本满五年随时看房,单价68607元/平米,950万
长阳半岛三居室，满两年，看房方便,3室1厅 , 中楼层(共20层) ,长阳半岛怡和路1号院 - 长阳, 100.61平米 , 东南 北 , 2013年建 ,119人关注,10个月以前发布,近地铁VR看装修房本满两年随时看房,单价38764元/平米,390万
大成国际低总价，视野无遮挡 业主诚意出售,1室1厅 , 低楼层(共11层) ,大成国际 - 百子湾, 42.72平米 , 东 , 2007年建 ,537人关注,10个月以前发布,近地铁VR房源房本满两年随时看房,单价79589元/平米,340万
一层带50平花园 地上131平 半地下120平 随时看房,3室2厅 , 底层(共6层) ,天通苑本六区 - 天通苑, 131.09平米 , 南 北 , 2001年建 ,75人关注,9个月以前发布,VR房源房本满五年随时看房,单价43177元/平米,566万
