title,houseType,state,position,tags,unitPrice,totalPrice
合汇·中央广场,住宅,在售,"['增城 ', ' 荔城中区 ', ' 荔景大道合汇·中央广场']",小户型 入户花园 近主干道 现房,30000  元/平(均价),总价257万/套
流花君庭,住宅,在售,"['荔湾 ', ' 流花站前 ', ' 流花路73号']",休闲会所 地铁沿线 公交直达 现房,68000  元/平(均价),总价1700万/套
大城云山,住宅,在售,"['从化 ', ' 太平镇 ', ' 广从南路1033号']",现房 绿化率高 娱乐丰富 运动健身,21000  元/平(均价),
星河山海湾,住宅,在售,"['南沙 ', ' 南沙港 ', ' 广州市南沙区南沙街学海大街21、23、25号']",贴心物业 健身跑道 现房,32000  元/平(均价),总价287万/套
北大资源博雅1898,住宅,在售,"['荔湾 ', ' 广钢新城 ', ' 鹤洞路北大资源博雅1898']",近主干道 现房 车位充足,46000  元/平(均价),总价547万/套
实地常春藤,住宅,在售,"['黄埔 ', ' 科学城 ', ' 禾丰路与永和大道交叉口西北侧']",品牌房企 小户型 近主干道,30000  元/平(均价),总价240万/套
珠江源昌花园,住宅,在售,"['南沙 ', ' 万顷沙 ', ' 珠江街新广三路1号']",健身跑道 儿童乐园 近主干道 现房,19500  元/平(均价),总价198万/套
创基丽江国际,住宅,在售,"['增城 ', ' 增城区府 ', ' 增城大道与新城大道交汇处（增城宾馆对面）']",现房 车位充足 购物方便 美食云集,38000  元/平(均价),总价705万/套
珠岛花园金湾明珠,住宅,在售,"['荔湾 ', ' 大坦沙 ', ' 大坦沙东海南路39号']",小户型 贴心物业 地铁沿线,46000  元/平(均价),总价320万/套
泊雅湾,住宅,在售,"['海珠 ', ' 滨江东 ', ' 艺苑路广州塔南广场旁边']",自持商业 现房 小型社区 购物方便,85000  元/平(均价),总价672万/套
江源半岛花园,住宅,在售,"['天河 ', ' 金融城 ', ' 黄埔大道车陂南路1、3、5、7号(4、5号线地铁交汇处南侧)']",小户型 多轨交汇 近主干道 现房,576  万/套(总价),总价576万/套
南沙湾石奥,住宅,未开盘,"['南沙 ', ' 南沙港 ', ' 港前大道南沙游艇会旁100米']",地铁沿线 公交直达 现房 低密居所,21000  元/平(均价),
惠百氏广场,住宅,在售,"['增城 ', ' 白江 ', ' 增城新塘大林边路6号（广州地铁13号线白江站D1口100米）']",小户型 近主干道 现房,24500  元/平(均价),总价195万/套
尚品雅居山语,住宅,在售,"['花都 ', ' 狮岭镇 ', ' 学府路15号']",入户花园 现房 绿化率高 银行,16000  元/平(均价),总价95万/套
仁安花园,住宅,未开盘,"['增城 ', ' 朱村 ', ' 朱村街广汕公路南边（朱宁路北侧）']",水系园林 地铁沿线 公交直达 现房,价格待定,总价107万/套
科城山庄锦泽园,住宅,在售,"['黄埔 ', ' 科学城 ', ' 萝岗水西路与峻福路交汇处']",近主干道 车位充足 大型社区 购物方便,39000  元/平(均价),总价488万/套
麓湖轩,住宅,在售,"['越秀 ', ' 小北 ', ' 麓湖路9号（广东电视台旁）']",地铁沿线 近主干道 现房 小型社区,60000  元/平(均价),总价596万/套
珠江金茂府,住宅,在售,"['荔湾 ', ' 广钢新城 ', ' 鹤洞路157号']",地铁沿线 近主干道 现房 车位充足,50000  元/平(均价),总价622万/套
珠光御景壹號,住宅,在售,"['荔湾 ', ' 黄沙 ', ' 黄沙大道15-17号']",免费专车 多轨交汇 近主干道 现房 车位充足,100000  元/平(均价),总价4800万/套
博雅首府,住宅,在售,"['天河 ', ' 珠江新城中 ', ' 冼村路2号(冼村路与临江大道交界)']",近主干道 现房 绿化率高 成熟商圈,120000  元/平(均价),总价4050万/套
汉中紫薇苑,住宅,在售,"['从化 ', ' 江浦街 ', ' 江埔街河东南路91号']",入户花园 中式建筑 地铁沿线 公交直达,16500  元/平(均价),总价180万/套
紫泉流溪湾,住宅,在售,"['从化 ', ' 太平镇 ', ' 105国道从化太平段紫泉流溪湾']",复式 现房 低密居所 购物方便,16000  元/平(均价),总价284万/套
莱茵水岸,住宅,在售,"['从化 ', ' 江浦街 ', ' 从城大道33号']",地铁沿线 公交直达 现房 低密居所,19000  元/平(均价),总价280万/套
东海嘉园,住宅,在售,"['越秀 ', ' 五羊新城 ', ' 东兴北路84、86号']",现房 车位充足 成熟商圈 配套齐全,85000  元/平(均价),总价1402万/套
南沙时代,住宅,在售,"['南沙 ', ' 进港大道 ', ' 进港大道377号']",品牌房企 水系园林 近主干道 现房,23000  元/平(均价),总价230万/套
鸣翠花园四期,住宅,在售,"['海珠 ', ' 工业大道南 ', ' 新溪路25号(工业大道南侧、石溪新大围地段)']",小户型 地铁沿线 近主干道 现房,48000  元/平(均价),总价360万/套
南沙保利城,住宅,在售,"['南沙 ', ' 黄阁 ', ' 市南大道与鸡谷山路交汇处']",品牌房企 小户型 多轨交汇 近主干道,21500  元/平(均价),总价165万/套
丽江花园如英居,住宅,在售,"['番禺 ', ' 南浦 ', ' 沿沙东路63号']",地铁沿线 多轨交汇 现房 低密居所,37000  元/平(均价),总价360万/套
中泰天境,住宅,在售,"['黄埔 ', ' 科学城 ', ' 九龙镇萝岗广汕公路与九龙大道交汇处']",地铁沿线 公交直达 现房 绿化率高,22000  元/平(均价),总价180万/套
嘉御豪庭,住宅,在售,"['增城 ', ' 石滩镇 ', ' 石滩大道南128号']",小户型 儿童乐园 公交直达 现房,15500  元/平(均价),总价113万/套
南沙珠江湾,住宅,在售,"['南沙 ', ' 南沙湾 ', ' 环市大道漾滨路和海滨路交汇处']",地铁沿线 公交直达 现房 低密居所,23000  元/平(均价),总价355万/套
远东御江豪庭,住宅,在售,"['荔湾 ', ' 茶滘 ', ' 百花路58号（花地河畔）']",休闲会所 现房 小型社区 购物方便,40000  元/平(均价),总价348万/套
景业荔都,住宅,在售,"['从化 ', ' 江浦街 ', ' 大广高速公路南，宣星人家北面约600米']",养老房 现房 绿化率高,12000  元/平(均价),总价128万/套
合景誉山国际,住宅,在售,"['增城 ', ' 永和 ', ' 广园东新新公路中段（增城中新镇）']",品牌房企 贴心物业 公交直达 现房,17000  元/平(均价),总价150万/套
颐和盛世,住宅,在售,"['花都 ', ' 炭步 ', ' 佛一环官抱路（86）颐和盛世']",入户花园 近主干道 开发区 现房,12000  元/平(均价),总价117万/套
腾飞园中新里,住宅,未开盘,"['黄埔 ', ' 知识城 ', ' 九龙大道地铁棠下站南向100米']",地铁沿线 公交直达 现房 低密居所,价格待定,
东湖洲花园2区,住宅,在售,"['番禺 ', ' 番禺客运站 ', ' 石基镇傍雁路883号']",现房 绿化率高,34000  元/平(均价),总价865万/套
时代天韵,住宅,在售,"['黄埔 ', ' 知识城 ', ' 中新广州知识城南起步区九龙大道中地铁14号支线何棠下站西南面400米']",品牌房企 地铁沿线 近主干道 现房,28000  元/平(均价),总价322万/套
嘉富广场东山一品,住宅,在售,"['越秀 ', ' 水荫 ', ' 水荫路69号']",儿童乐园 多轨交汇 现房 低密居所,90000  元/平(均价),总价1125万/套
纵横国际公寓,住宅,在售,"['海珠 ', ' 赤岗 ', ' 新港中路456号']",自持商业 近主干道 现房,46000  元/平(均价),
华发荔湾荟,住宅,在售,"['荔湾 ', ' 滘口 ', ' 芳村大道西兴东路（郭村小区以南）']",水系园林 地铁沿线 近主干道 现房,37000  元/平(均价),总价534.3万/套
广州星河丹堤,住宅,在售,"['南沙 ', ' 环市大道西 ', ' 丹堤北大街20号']",贴心物业 多轨交汇 近主干道,28500  元/平(均价),总价283万/套
昊龙花园北区,住宅,在售,"['番禺 ', ' 桥南 ', ' 桥南街中华大路893号']",现房 低密居所 购物方便 娱乐丰富,31000  元/平(均价),
天河星作,住宅,在售,"['天河 ', ' 岑村 ', ' 合景路99号']",入户花园 自持商业 公交直达 临近高速,49000  元/平(均价),总价430万/套
祈福缤纷汇,住宅,在售,"['番禺 ', ' 祈福新村 ', ' 钟村街祈福新邨']",小户型 现房 绿化率高 购物方便,40000  元/平(均价),总价185万/套
广州亚运城,住宅,在售,"['番禺 ', ' 亚运城 ', ' 石楼镇亚运南路']",贴心物业 近主干道 绿化率高,28000  元/平(均价),总价240万/套
祈福聚龙堡,住宅,在售,"['花都 ', ' 花山镇 ', ' 花山镇菊花石大道9号']",公交直达 近主干道 现房 成熟商圈,13000  元/平(均价),总价128万/套
峰湖御境,住宅,在售,"['黄埔 ', ' 科学城 ', ' 天麓南路联和村内(广汕公路与天麓南路交汇处)']",小户型 贴心物业 现房 低密居所,50000  元/平(均价),总价270万/套
大洋江畔雅苑,住宅,在售,"['越秀 ', ' 海珠广场 ', ' 北京路太平沙牌坊直入（近地铁北京路站A出口）']",小户型 地铁沿线 多轨交汇 现房,70000  元/平(均价),总价256万/套
广州融创文旅城,住宅,在售,"['花都 ', ' 花山镇 ', ' 平步大道东广州万达文化旅游城, 曙光路广州万达文化旅游城']",品牌房企 旅游地产 现房,26000  元/平(均价),总价229万/套
班芙小镇,住宅,在售,"['花都 ', ' 狮岭镇 ', ' 建设北路狮岭段西侧']",现房 低密居所,14500  元/平(均价),总价154万/套
星河湾半岛四期,住宅,在售,"['番禺 ', ' 厦滘 ', ' 沙溪大道星河湾半岛（华南快速干线沙溪出口）']",贴心物业 休闲会所 近主干道 现房,86000  元/平(均价),总价2500万/套
金融街花溪小镇,住宅,在售,"['花都 ', ' 花东镇 ', ' 花都大道东228号']",近主干道 现房 车位充足,14000  元/平(均价),总价143万/套
华海山屿海,住宅,在售,"['南沙 ', ' 南沙港 ', ' 黄山鲁森林公园优山美墅东200米']",健身跑道 儿童乐园 近主干道 现房,23000  元/平(均价),总价228万/套
尚东柏悦府,住宅,在售,"['天河 ', ' 珠江新城东 ', ' 珠江新城花城大道98号']",多轨交汇 近主干道 现房 车位充足,170000  元/平(均价),总价7310万/套
大夫山尚东,住宅,在售,"['番禺 ', ' 市桥 ', ' 禺山西路东桥大街68号']",贴心物业 近主干道 现房 绿化率高,29000  元/平(均价),总价246万/套
东方文德森岛湖,住宅,在售,"['花都 ', ' 狮岭镇 ', ' 狮岭大道东63号']",现房 绿化率高 购物方便 娱乐丰富,18500  元/平(均价),总价160万/套
保利葛洲坝海德公馆,住宅,未开盘,"['荔湾 ', ' 广钢新城 ', ' 鹤洞路以南（广钢工人体育馆旁）']",品牌房企 贴心物业 近主干道 现房,50000  元/平(均价),总价935万/套
自由人花园,住宅,在售,"['花都 ', ' 镜湖大道 ', ' 镜湖大道与广花路交界处']",健身跑道 现房 低密居所,25000  元/平(均价),总价270万/套
金时花园,住宅,在售,"['增城 ', ' 荔城增江 ', ' 增江街纬六路5号']",小户型 近主干道 现房 低密居所,16000  元/平(均价),总价128万/套
恒大山水郡,住宅,在售,"['增城 ', ' 中新镇 ', ' 广河高速中新出口右转约500米（S118省道旁）']",品牌房企 贴心物业 现房 大型社区,17000  元/平(均价),总价176万/套
金地香山湖,住宅,在售,"['增城 ', ' 永和 ', ' 永和新新大道15号']",品牌房企 贴心物业 现房 低密居所,15000  元/平(均价),总价170万/套
保利紫云,住宅,在售,"['白云 ', ' 新市 ', ' 西苑路103号']",品牌房企 复式 公交直达 现房,45000  元/平(均价),总价570万/套
实地蔷薇国际,住宅,在售,"['增城 ', ' 荔城西区 ', ' 广汕公路三联村蕉冚地段（逸翠庄园旁边）']",品牌房企 科技住宅 现房,17500  元/平(均价),总价207万/套
石滩第一城,住宅,在售,"['增城 ', ' 石滩镇 ', ' 立新东路57号']",低单价 现房 低密居所,13500  元/平(均价),总价127万/套
绿地越秀海玥,住宅,在售,"['海珠 ', ' 工业大道中 ', ' 南边路42号']",品牌房企 地铁沿线 公交直达 现房,53000  元/平(均价),总价477万/套
雅宝新城,住宅,在售,"['花都 ', ' 狮岭镇 ', ' 新华街平步大道中131号']",现房 低密居所 成熟商圈 购物方便,16500  元/平(均价),
保利中航城,住宅,在售,"['增城 ', ' 朱村 ', ' 中新镇花畔街']",品牌房企 复式 地铁沿线 近主干道,23000  元/平(均价),总价250万/套
山璟轩,住宅,在售,"['增城 ', ' 新塘南 ', ' 新塘镇广深大道东107号（新塘牛仔城对面）']",小户型 地铁沿线 现房,22500  元/平(均价),总价143万/套
凯德山海连城,住宅,未开盘,"['番禺 ', ' 莲花山 ', ' 金山大道东龙丰路段']",小户型 贴心物业 公交直达,22000  元/平(均价),总价180万/套
时代康桥,住宅,在售,"['花都 ', ' 狮岭镇 ', ' 狮岭镇金狮大道20号']",品牌房企 贴心物业 现房,13000  元/平(均价),总价220万/套
佳兆业壹号,住宅,未开盘,"['天河 ', ' 棠下 ', ' 黄埔大道中505号']",品牌房企 贴心物业 地铁沿线 车位充足,68000  元/平(均价),
汇港威华国际,住宅,在售,"['增城 ', ' 朱村 ', ' 朱村大道东178号']",现房 大型社区,20000  元/平(均价),总价200万/套
力诚欣悦湾,住宅,在售,"['荔湾 ', ' 茶滘 ', ' 芳村茶滘路22号']",小户型 现房 绿化率高 成熟商圈,40000  元/平(均价),总价261万/套
路福联合广场,写字楼,在售,"['番禺 ', ' 广州南站 ', ' 汉溪大道与石兴大道交汇处']",贴心物业 现房 人车分流 成熟商圈,30000  元/平(均价),
锦绣一方,住宅,在售,"['番禺 ', ' 莲花山 ', ' 建设路联围小学斜对面']",低单价 入户花园 公交直达 近主干道,19500  元/平(均价),总价202万/套
森悦华庭,住宅,在售,"['花都 ', ' 旧区 ', ' 新华街环湖路10号']",水系园林 入户花园 开发区 现房,30000  元/平(均价),总价311万/套
源海仙村一号,住宅,在售,"['增城 ', ' 石滩镇 ', ' 荔新大道与仙村大道交汇处']",入户花园 儿童乐园 近主干道 临近高速,15500  元/平(均价),总价138万/套
元邦山清水秀,住宅,在售,"['花都 ', ' 狮岭镇 ', ' 山前大道1242号']",临近高速 现房 低密居所 购物方便,13500  元/平(均价),总价185万/套
三江盛汇,住宅,在售,"['增城 ', ' 石滩镇 ', ' 石滩镇沙庄光明西路100号']",低单价 现房 低密居所 亲子乐园,12000  元/平(均价),总价135万/套
路劲天隽峰,住宅,在售,"['花都 ', ' 旧区 ', ' 茶园路与宝华路交汇处']",贴心物业 现房 绿化率高,27000  元/平(均价),总价340万/套
天马河公馆,住宅,未开盘,"['花都 ', ' 铁路西 ', ' 新街大道望亭路15号']",公交直达 开发区 现房 绿化率高,价格待定,
嘉兰轩,住宅,在售,"['越秀 ', ' 人民路 ', ' 大新路386号, 大新路388号, 大新路390号']",现房 小型社区 成熟商圈 三甲医院,53000  元/平(均价),总价461万/套
文德先生,住宅,在售,"['越秀 ', ' 越秀南 ', ' 文德南路82号（文德南路与珠光路交界处）']",小户型 现房 小型社区 购物方便,80000  元/平(均价),总价231万/套
中铁诺德中心,写字楼,在售,"['番禺 ', ' 万博 ', ' 兴南大道与万博四路交汇处南行100米（番禺万达广场旁）']",贴心物业 现房 车位充足,38000  元/平(均价),
时代柏林,住宅,未开盘,"['番禺 ', ' 桥南 ', ' 福贤路（南区公园南侧）']",品牌房企 公交直达 现房 车位充足,38000  元/平(均价),总价610万/套
奥园香雪华府,住宅,在售,"['黄埔 ', ' 香雪 ', ' 开萝大道与香雪大道交汇处']",品牌房企 近主干道 现房 小型社区,40000  元/平(均价),总价385万/套
金融街融御,住宅,在售,"['海珠 ', ' 工业大道南 ', ' 石岗路12号']",品牌房企 入户花园 地铁沿线 现房,60000  元/平(均价),总价663万/套
欣荣宏御泉湾,住宅,在售,"['从化 ', ' 温泉镇 ', ' 御泉湾(冲口路西100米)']",旅游地产 现房 低密居所,12000  元/平(均价),总价139万/套
合和新城,住宅,在售,"['花都 ', ' 镜湖大道 ', ' 迎宾大道3号']",小户型 近主干道 现房 大型社区,23000  元/平(均价),总价135万/套
