title,houseType,floor,position,area,direction,buildTime,viewNum,time,tags,unitPrice,totalPrice
首开国风美仑73.5平南北通透两居室 必看好房, 2室1厅 ,低楼层(共15层) ,首开国风美仑, 73.5平米 , 南 北, 2013年建 ,205人关注 , 7月前发布,VR看装修,单价27074.8元/平米,199万
2014年的电梯房，楼龄新小区环境好。 必看好房, 2室1厅 ,低楼层(共15层) ,瀛海家园融园D区, 85.34平米 , 南 北, 2014年建 ,442人关注 , 3月前发布,VR看装修 随时看房,单价29880.5元/平米,255万
三环内 南北通透两居室 中间楼层带电梯 必看好房, 2室2厅 ,低楼层(共15层) ,东木樨园, 70.2平米 , 南 北, 1996年建 ,2855人关注 , 10月前发布,近地铁 VR看装修 随时看房,单价44871.8元/平米,315万
店长推荐，精装小一居室，适合刚需的您！！！ 必看好房, 1室1厅 ,高楼层(共6层) ,昊文温泉家园, 43.66平米 , 南, 1987年建 ,690人关注 , 9月前发布,满五年 VR看装修 随时看房,单价33211.2元/平米,145万
隆盛园小区 满两年 南北楼层好 必看好房, 2室2厅 ,中楼层(共6层) ,隆盛园, 82.74平米 , 南 北, 1999年建 ,108人关注 , 1月前发布,满两年 VR看装修 随时看房,单价22721.8元/平米,188万
电梯房 三居室 2003年房龄 诚心出售 必看好房, 3室1厅 ,中楼层(共18层) ,石园北区, 123.76平米 , 南 西 北, 2003年建 ,174人关注 , 2月前发布,满五年 VR看装修,单价26664.5元/平米,330万
南北通透，落地飘窗，满五唯一，业主诚心出售 必看好房, 1室1厅 ,中楼层(共6层) ,锦华园, 67.52平米 , 南 北, 2004年建 ,223人关注 , 7月前发布,近地铁 满五年 VR看装修 随时看房,单价35248.8元/平米,238万
领秀慧谷全南向两居室，封闭式管理花园式社区 必看好房, 2室1厅 ,高楼层(共9层) ,领秀慧谷A区, 81.46平米 , 南, 2011年建 ,362人关注 , 1年前发布,近地铁 满五年 VR看装修 随时看房,单价46034.9元/平米,375万
总价低+精装修+南北通透+中间楼层+拎包入住 必看好房, 2室1厅 ,中楼层(共22层) ,双合家园, 89.81平米 , 南 北, 2013年建 ,253人关注 , 4月前发布,近地铁 满五年 VR看装修,单价37301元/平米,335万
满五年+小区中间位置+南北通透+采光好 必看好房, 2室1厅 ,高楼层(共6层) ,龙华园, 68.7平米 , 南 北, 1996年建 ,354人关注 , 5月前发布,近地铁 满五年 VR看装修,单价44250.4元/平米,304万
天宫院小区 便宜正规一居 诚意出售 随时能看房 必看好房, 1室1厅 ,低楼层(共18层) ,天宫院小区, 64.27平米 , 南 西, 2012年建 ,708人关注 , 10月前发布,近地铁 满两年 VR看装修 随时看房,单价30340.7元/平米,195万
业主诚心出售，看房方便，随时签约，中高楼层。 必看好房, 2室1厅 ,中楼层(共28层) ,宏仁家园, 85.88平米 , 西, 2013年建 ,173人关注 , 2月前发布,满五年 VR看装修 随时看房,单价24452.7元/平米,210万
2010年小区，正规一居室，满五年 必看好房, 1室1厅 ,低楼层(共29层) ,宋家庄家园, 51.41平米 , 西, 2011年建 ,1593人关注 , 1年前发布,近地铁 满五年 VR看装修,单价40848.1元/平米,210万
蓝天花园 南北两居 中间楼层 采光充足 毛坯房 必看好房, 2室1厅 ,中楼层(共6层) ,蓝天花园, 90.79平米 , 南 北, 2005年建 ,87人关注 , 1月前发布,VR看装修,单价19826元/平米,180万
店长推荐，房龄新，西南向，中间楼层，采光好。 必看好房, 3室1厅 ,中楼层(共29层) ,首开畅心园, 91.23平米 , 西南, 2010年建 ,178人关注 , 4月前发布,近地铁 满五年 VR看装修,单价38364.6元/平米,350万
南北通透两居 靠近商业广场 出行购物方便 有地下室 必看好房, 2室1厅 ,低楼层(共11层) ,加州水郡三期, 84.89平米 , 南 北, 2009年建 ,499人关注 , 1年前发布,满五年 VR看装修 随时看房,单价27329.5元/平米,232万
东南向两居室 首套购房首付145万 无遮挡采光好 必看好房, 2室1厅 ,中楼层(共29层) ,首开畅心园, 70.91平米 , 东南, 2010年建 ,760人关注 , 7月前发布,近地铁 满五年 VR看装修,单价44140.5元/平米,313万
此房房本满五年了，也是业主名下唯一住房，随时可看 必看好房, 2室1厅 ,中楼层(共6层) ,滨河东里, 61.99平米 , 南 北, 1984年建 ,153人关注 , 4月前发布,满五年 VR看装修 随时看房,单价33876.4元/平米,210万
2层双东2居 近地铁 无遮挡， 随时看房 必看好房, 2室1厅 ,低楼层(共6层) ,安贞西里, 61.11平米 , 东, 1985年建 ,352人关注 , 4月前发布,近地铁 满五年 VR看装修,单价62182.9元/平米,380万
精装修全南向采光充足业主诚心出售 必看好房, 2室1厅 ,高楼层(共5层) ,温泉花园A区, 62.23平米 , 南, 1995年建 ,193人关注 , 4月前发布,满五年 VR看装修,单价36959.7元/平米,230万
北关商务园6号线西潞苑 南北二居 满五年 必看好房, 3室2厅 ,高楼层(共6层) ,西潞苑小区, 86平米 , 南 北, 1995年建 ,262人关注 , 6月前发布,满五年 VR看装修 随时看房,单价28953.5元/平米,249万
东城区 09年商品房 精装修 双地铁 必看好房, 2室1厅 ,高楼层(共12层) ,华龙美晟, 74.81平米 , 南, 2009年建 ,772人关注 , 3月前发布,近地铁 满两年 VR看装修,单价65499.3元/平米,490万
朝通嘉园，南北两居室，看房方便。 必看好房, 2室1厅 ,地下室(共6层) ,朝通嘉园, 74.56平米 , 南 北, 2003年建 ,283人关注 , 5月前发布,近地铁 满五年 VR看装修,单价22800.4元/平米,170万
房子满五年，南北通透，中间楼层精装两居室，采光好！ 必看好房, 2室1厅 ,中楼层(共6层) ,天露园一区, 98.38平米 , 南 北, 2008年建 ,372人关注 , 3月前发布,满五年 VR看装修,单价30494元/平米,300万
首套购房参考首付125万左右，南北两居，中楼层。, 2室1厅 ,中楼层(共6层) ,同泽园西里, 68.09平米 , 南 北, 2012年建 ,304人关注 , 11月前发布,满五年 VR看装修 随时看房,单价37450.4元/平米,255万
海淀产权 北部新区 园区88.8的两居室户型 必看好房, 2室1厅 ,高楼层(共6层) ,前沙涧路7号院, 88.8平米 , 南 北, 2009年建 ,109人关注 , 11月前发布,满五年 VR看装修,单价33558.6元/平米,298万
东城区永定门外 明厨明卫两居 交通方便 必看好房, 2室1厅 ,高楼层(共6层) ,革新里24号院, 65.5平米 , 东 西, 1994年建 ,277人关注 , 5月前发布,近地铁 满五年 VR看装修 随时看房,单价59236.6元/平米,388万
10号线4号线角门西地铁，角门东里精装两居 必看好房, 2室1厅 ,中楼层(共18层) ,角门东里, 77.44平米 , 东, 1998年建 ,181人关注 , 3月前发布,近地铁 满五年 VR看装修,单价48424.6元/平米,375万
满五唯一，精装修，楼层好，采光充足 必看好房, 2室1厅 ,高楼层(共14层) ,日新家园, 85.73平米 , 南, 1998年建 ,103人关注 , 3月前发布,近地铁 满五年 VR看装修,单价42575.5元/平米,365万
南辛路7号院 南北通透 简单装修 正规两居室 必看好房, 2室1厅 ,中楼层(共5层) ,南辛路7号院, 70.15平米 , 南 北, 1996年建 ,76人关注 , 11月前发布,满五年 VR看装修 随时看房,单价23521元/平米,165万
房山城关矿机社区 满五唯一 不是顶层 采光好 两居室 必看好房, 2室1厅 ,高楼层(共6层) ,矿机东路家属院, 75.71平米 , 南 北, 1999年建 ,118人关注 , 2月前发布,满五年 VR看装修,单价17699.1元/平米,134万
南北通透 正规三居室 一梯一户 无遮挡 必看好房, 3室2厅 ,低楼层(共19层) ,万象新天天际高尔夫, 158.82平米 , 南 北, 2009年建 ,208人关注 , 6月前发布,近地铁 VR看装修 随时看房,单价45964元/平米,730万
店长推荐，满五唯一南北两居室，采光视野好，诚售 必看好房, 2室1厅 ,中楼层(共6层) ,碧桂园小区二区, 89.72平米 , 南 北, 2005年建 ,168人关注 , 3月前发布,满五年 VR看装修,单价27307.2元/平米,245万
满五年唯一税费少，明厨明卫，1992年建成，临近地铁 必看好房, 2室1厅 ,高楼层(共6层) ,电信局家属楼, 74.79平米 , 南 北, 1992年建 ,83人关注 , 4月前发布,近地铁 满五年 VR看装修 随时看房,单价30084.2元/平米,225万
低总价，南北双通透，看房有钥匙。 必看好房, 2室2厅 ,高楼层(共6层) ,龙锦苑一区, 89平米 , 南 北, 2005年建 ,326人关注 , 4月前发布,近地铁 满五年 VR看装修 随时看房,单价38539.3元/平米,343万
东四环 南北通透大两居室 诚意出售 必看好房, 2室1厅 ,中楼层(共14层) ,甘露西园, 84.75平米 , 南 北, 2000年建 ,328人关注 , 3月前发布,VR看装修,单价43421.8元/平米,368万
走过路过，您别错过，全朝阳面，低楼层2居室 必看好房, 2室1厅 ,中楼层(共6层) ,金蝉北里21号院, 64.77平米 , 南, 2000年建 ,200人关注 , 4月前发布,近地铁 满五年 VR看装修,单价46935.3元/平米,304万
满五年唯一商品房，业主诚心出售，中间楼层。 必看好房, 2室1厅 ,中楼层(共6层) ,义宾南区, 64.25平米 , 东 西, 1988年建 ,140人关注 , 2月前发布,近地铁 满五年 VR看装修,单价34085.6元/平米,219万
总高5层带电梯，房子满五唯一，小区环境优美 必看好房, 1室1厅 ,中楼层(共5层) ,汤HOUSE, 71.35平米 , 西, 2008年建 ,441人关注 , 1年前发布,满五年 VR看装修 随时看房,单价26629.3元/平米,190万
玉泉路 满五年精装小两居 拎包入住 必看好房, 2室1厅 ,高楼层(共5层) ,鲁谷74号院, 55.27平米 , 南, 1981年建 ,199人关注 , 7月前发布,近地铁 满五年 VR看装修 随时看房,单价51565元/平米,285万
满五唯一商品房，南北向两居精装修。 必看好房, 2室1厅 ,高楼层(共6层) ,红星北里, 88.39平米 , 南 北, 1997年建 ,196人关注 , 2月前发布,满五年 VR看装修,单价32356.6元/平米,286万
东二环富力城 南北通透两居室 税费少，总价低 必看好房, 2室1厅 ,低楼层(共18层) ,富力城A区, 103.07平米 , 南 北, 2004年建 ,188人关注 , 4月前发布,近地铁 满五年 VR看装修 随时看房,单价82468.2元/平米,850万
小南庄社区 2居室 总价低名额不占用 必看好房, 2室1厅 ,地下室(共6层) ,小南庄社区, 67.89平米 , 南 北, 2016年建 ,84人关注 , 1月前发布,近地铁 VR看装修,单价53027元/平米,360万
东城区 沙子口路 富莱茵花园 南北朝向 小两居 出售, 2室1厅 ,地下室(共6层) ,富莱茵花园, 56.8平米 , 南 北, 1990年建 ,421人关注 , 9月前发布,近地铁 满两年 VR看装修 随时看房,单价49119.7元/平米,279万
西城区 信德园 南北向三居室 诚心出售 看房方便 必看好房, 3室1厅 ,地下室(共12层) ,信德园, 127平米 , 南 北, 2002年建 ,226人关注 , 10月前发布,满五年 VR看装修,单价38582.7元/平米,490万
满五年唯一，15㎡大阳台，首付180万，精装修 必看好房, 3室1厅 ,高楼层(共6层) ,华龙苑南里, 114.74平米 , 南 北, 1995年建 ,177人关注 , 2月前发布,近地铁 满五年 VR看装修 随时看房,单价35297.2元/平米,405万
南北通透 满五唯一 格局规整 看房方便 诚意出售 必看好房, 2室1厅 ,高楼层(共6层) ,石园东苑, 82.96平米 , 南 北, 2003年建 ,125人关注 , 4月前发布,满五年 VR看装修 随时看房,单价29291.2元/平米,243万
角门司达小区中间楼层正规两居室诚心出售 必看好房, 2室1厅 ,中楼层(共6层) ,司达小区, 61.15平米 , 南 北, 1993年建 ,452人关注 , 11月前发布,近地铁 满五年 VR看装修 随时看房,单价48896.2元/平米,299万
珠江逸景中高层西向两居室满五年唯一 业主自住精装 必看好房, 2室1厅 ,中楼层(共14层) ,珠江逸景, 86.44平米 , 西, 2010年建 ,145人关注 , 1年前发布,满五年 VR看装修,单价28112元/平米,243万
满五年 精装修 全南向 两居室 必看好房, 2室2厅 ,低楼层(共28层) ,金隅悦和园, 78.33平米 , 南, 2013年建 ,65人关注 , 1月前发布,满五年 VR看装修,单价45959.4元/平米,360万
角门西，双地铁，南北通透，两室一厅, 2室1厅 ,地下室(共6层) ,嘉园二里, 57.16平米 , 南 北, 1998年建 ,208人关注 , 3月前发布,近地铁 VR看装修,单价36739元/平米,210万
经理推荐、带电梯南北向两居室、大客厅、业主诚心出售 必看好房, 2室1厅 ,中楼层(共16层) ,南三环中路, 81.2平米 , 南 北, 2004年建 ,217人关注 , 4月前发布,近地铁 满两年 VR看装修,单价51477.8元/平米,418万
地铁300米 精装修小2居 2层好楼层 商品房 只有契税 必看好房, 2室1厅 ,低楼层(共6层) ,幸福东区, 59.85平米 , 西 东, 1992年建 ,95人关注 , 2月前发布,近地铁 满五年 VR看装修,单价39097.7元/平米,234万
南平里小区，南北通透，两个卧室朝南，有正规客厅 必看好房, 2室1厅 ,高楼层(共6层) ,南平里, 62.21平米 , 南 北, 1994年建 ,61人关注 , 3月前发布,满五年 VR看装修,单价34560.4元/平米,215万
伟业嘉园西里 南北两居室，双卫生间, 2室1厅 ,地下室(共7层) ,伟业嘉园西里, 87.18平米 , 南 北, 2007年建 ,71人关注 , 2月前发布,满五年 VR看装修,单价17320.5元/平米,151万
通和园两居，朝南，出售价格250万 必看好房, 2室1厅 ,低楼层(共29层) ,金隅通和园, 81.53平米 , 南, 2011年建 ,129人关注 , 24天前发布,满五年 VR看装修,单价30663.6元/平米,250万
商品房，总价低，户型好，采光无遮挡 必看好房, 2室1厅 ,高楼层(共6层) ,龙兴园中区, 77.48平米 , 南 北, 1997年建 ,182人关注 , 5月前发布,满五年 VR看装修 随时看房,单价38719.7元/平米,300万
总价低南北向大两居 电梯房 全景落地窗 独立衣帽间, 2室1厅 ,低楼层(共11层) ,新龙城, 99.26平米 , 南 北, 2007年建 ,546人关注 , 6月前发布,满五年 VR看装修 随时看房,单价45335.5元/平米,450万
万科中高楼层自住两居价格可谈诚意出售 必看好房, 2室1厅 ,高楼层(共21层) ,长阳半岛1号院, 88.52平米 , 西南, 2012年建 ,115人关注 , 5月前发布,近地铁 满两年 VR看装修,单价36714.9元/平米,325万
歌舞剧院家属楼，管理好，精装两居室，全明格局。 必看好房, 2室1厅 ,高楼层(共6层) ,东架松, 60.81平米 , 南, 1982年建 ,158人关注 , 4月前发布,近地铁 满五年 VR看装修 随时看房,单价53938.5元/平米,328万
2010年楼龄新带电梯精装修满五唯一两居室 必看好房, 2室1厅 ,中楼层(共15层) ,石景嘉园, 66.53平米 , 东北, 2010年建 ,129人关注 , 2月前发布,满五年 VR看装修 随时看房,单价36524.9元/平米,243万
2001年建成，滨河西里，满五年唯一，明厅两居室 必看好房, 2室1厅 ,高楼层(共6层) ,滨河西里, 68.09平米 , 南 北, 2001年建 ,306人关注 , 1月前发布,近地铁 满五年 VR看装修 随时看房,单价36569.2元/平米,249万
南北通透 两居室 满五年 主卧室带阳台 必看好房, 2室1厅 ,低楼层(共6层) ,杨庄小区, 65.62平米 , 南 北, 1994年建 ,138人关注 , 1月前发布,近地铁 满五年 VR看装修,单价40841.2元/平米,268万
拎包入住 南北通透 适合三代人居住 必看好房, 2室1厅 ,高楼层(共6层) ,丰西北里, 58.71平米 , 南 北, 1995年建 ,150人关注 , 4月前发布,满五年 VR看装修,单价40708.6元/平米,239万
【急售】 满五年唯一 南北透透 高楼层 房本在手 必看好房, 2室1厅 ,中楼层(共15层) ,加州水郡三期, 84.49平米 , 南 北, 2010年建 ,126人关注 , 4月前发布,满五年 VR看装修 随时看房,单价29944.4元/平米,253万
东城区新中西街东西两居诚意出售 必看好房, 2室1厅 ,低楼层(共7层) ,新中西街, 55.54平米 , 东 西, 1990年建 ,601人关注 , 10月前发布,近地铁 满五年 VR看装修,单价63017.6元/平米,350万
北七家名佳花园南北通透一居室 业主诚心出售 必看好房, 1室1厅 ,高楼层(共6层) ,名佳花园一区, 61.03平米 , 南 北, 2002年建 ,189人关注 , 7月前发布,满两年 VR看装修 随时看房,单价35228.6元/平米,215万
东亚瑞晶苑 南向两居室 采光好 中高楼层 必看好房, 2室1厅 ,高楼层(共20层) ,东亚瑞晶苑, 78.64平米 , 南, 2009年建 ,182人关注 , 2月前发布,满五年 VR看装修 随时看房,单价27975.6元/平米,220万
霍营地铁站正规南北两居室，楼层高视野好 必看好房, 2室1厅 ,中楼层(共28层) ,旗胜家园, 89.52平米 , 南 北, 2009年建 ,307人关注 , 10月前发布,近地铁 满五年 VR看装修,单价40773元/平米,365万
税费130万！！！宋家庄地铁 2010年小区 正规两居室, 2室1厅 ,低楼层(共29层) ,宋家庄家园, 68.26平米 , 西南, 2011年建 ,707人关注 , 1年前发布,近地铁 满五年 VR看装修,单价37357.2元/平米,255万
加州水郡二次精装大两居中间层诚意出售 必看好房, 2室1厅 ,中楼层(共15层) ,加州水郡四期, 92.67平米 , 西 北, 2011年建 ,56人关注 , 2月前发布,VR看装修,单价25790.4元/平米,239万
12年建成电梯花园洋房 满五唯一 看房随时有钥匙 必看好房, 1室1厅 ,低楼层(共9层) ,金色漫香郡南区, 58.01平米 , 南, 2012年建 ,243人关注 , 4月前发布,满五年 VR看装修 随时看房,单价37752.1元/平米,219万
永乐小区92年建成南北双阳台2居室 必看好房, 2室1厅 ,高楼层(共6层) ,永乐东区, 64.6平米 , 南 北, 1992年建 ,200人关注 , 2月前发布,近地铁 满五年 VR看装修 随时看房,单价46439.6元/平米,300万
总价低，小户型，南北通透，马家堡西马金润好房源 必看好房, 2室1厅 ,高楼层(共7层) ,西马金润一区, 49.35平米 , 南 北, 2000年建 ,362人关注 , 10月前发布,近地铁 满五年 VR看装修,单价45592.7元/平米,225万
一层带客厅两居室 朝阳产权 精装修 业主诚心卖房 必看好房, 2室1厅 ,低楼层(共6层) ,南平里, 57.88平米 , 南 北, 1990年建 ,167人关注 , 3月前发布,VR看装修,单价35936.4元/平米,208万
大兴枣园 滨河西里北区 小区改造过 低楼层 南北通透 必看好房, 2室2厅 ,低楼层(共6层) ,滨河西里北区, 82.35平米 , 南 北, 1994年建 ,393人关注 , 9月前发布,近地铁 满两年 VR看装修 随时看房,单价31572.6元/平米,260万
东四环 沿海赛洛城 全南向小两居室 必看好房, 2室1厅 ,中楼层(共24层) ,美利山, 74.94平米 , 南, 2011年建 ,440人关注 , 4月前发布,近地铁 满两年 VR看装修,单价54710.4元/平米,410万
总价低，有钥匙，满五年唯一，南北通透 必看好房, 3室1厅 ,高楼层(共6层) ,龙锦苑东二区, 118.88平米 , 南 北, 2007年建 ,489人关注 , 5月前发布,近地铁 满五年 VR看装修 随时看房,单价29862元/平米,355万
单独院、全明格局、精装修、满五唯一无户口、交通方便 必看好房, 2室1厅 ,高楼层(共6层) ,清秀园北区, 65.19平米 , 东 南 北, 1994年建 ,175人关注 , 4月前发布,近地铁 满五年 VR看装修,单价37122.3元/平米,242万
全南两居 首套首付180万 看房随时有钥匙, 2室1厅 ,低楼层(共16层) ,北辰福第二号院, 83.45平米 , 南, 2008年建 ,118人关注 , 12月前发布,近地铁 满五年 VR看装修 随时看房,单价47813.1元/平米,399万
新出三居平层大户型，东边户三面采光！南向大面宽 必看好房, 3室2厅 ,低楼层(共8层) ,鸿坤花语墅, 155.18平米 , 南 北, 2013年建 ,157人关注 , 8月前发布,近地铁 满两年 VR看装修,单价86995.7元/平米,1350万
西坝河南里 南北通透两居 精装修 诚意出售 必看好房, 2室1厅 ,高楼层(共6层) ,西坝河南里, 60.69平米 , 南 北, 1988年建 ,227人关注 , 8月前发布,近地铁 满五年 VR看装修 随时看房,单价59317.8元/平米,360万
大自然雅苑 温馨三居室 南北通透 必看好房, 3室1厅 ,中楼层(共6层) ,大自然新城雅苑, 112.3平米 , 南 北, 2004年建 ,74人关注 , 4月前发布,满五年 VR看装修,单价13802.3元/平米,155万
南北通透，户型方正，正规两居有客厅！ 必看好房, 2室1厅 ,中楼层(共6层) ,金星小区, 57.41平米 , 南 北, 1988年建 ,118人关注 , 2月前发布,近地铁 满五年 VR看装修 随时看房,单价46159.2元/平米,265万
奥林匹克公园 高层观景3居满5年唯一 诚意出售 必看好房, 3室2厅 ,中楼层(共32层) ,上元君庭, 132.82平米 , 南 北, 2007年建 ,58人关注 , 4月前发布,满五年 VR看装修,单价60081.3元/平米,798万
瀛海正规两居满五唯一，诚心出售总价低 必看好房, 2室1厅 ,高楼层(共6层) ,兴海园, 82.54平米 , 东 西, 2001年建 ,222人关注 , 2月前发布,近地铁 满五年 VR看装修,单价30167.2元/平米,249万
南苑北里 次顶层 精装修拎包住 楼下自充电车位 必看好房, 1室1厅 ,高楼层(共6层) ,南苑北里一区, 52.94平米 , 东 西, 1995年建 ,240人关注 , 5月前发布,近地铁 满五年 VR看装修,单价43445.4元/平米,230万
北京印象家有儿女拍摄地，人车分流，环境优美，位置佳, 3室2厅 ,中楼层(共11层) ,北京印象, 179.54平米 , 南 北, 2003年建 ,126人关注 , 5月前发布,满五年 VR看装修,单价70179.3元/平米,1260万
一梯两户板楼，南北通透两居，采光好 必看好房, 2室1厅 ,中楼层(共8层) ,沿海赛洛城二期, 96.12平米 , 南 北, 2007年建 ,446人关注 , 9月前发布,近地铁 VR看装修 随时看房,单价56179.8元/平米,540万
2000年6号线杨庄地铁 苹果园一区精装两居室 带电梯, 2室1厅 ,高楼层(共14层) ,苹果园小区一区, 55.73平米 , 南 北, 2000年建 ,517人关注 , 8月前发布,近地铁 满五年 VR看装修,单价50062.8元/平米,279万
商品房 南向两居室 总价低 精装修 必看好房, 2室1厅 ,地下室(共12层) ,苹果派, 71.8平米 , 南, 2007年建 ,391人关注 , 9月前发布,近地铁 VR看装修,单价29247.9元/平米,210万
甜水园东里 两居室 业主诚意出售, 2室1厅 ,地下室(共6层) ,甜水园东里, 53.89平米 , 南 北, 1992年建 ,390人关注 , 11月前发布,近地铁 满两年 VR看装修,单价47875.3元/平米,258万
正规一室一厅 东西通透 诚意出售 必看好房, 1室1厅 ,低楼层(共7层) ,松榆里, 40.39平米 , 东 西, 1992年建 ,848人关注 , 10月前发布,近地铁 VR看装修,单价46051元/平米,186万
纯南向 精装修 次顶层 交通方便 配套齐全 必看好房, 2室1厅 ,中楼层(共5层) ,北关东路社区, 50.02平米 , 南, 1981年建 ,369人关注 , 9月前发布,满五年 VR看装修,单价32986.8元/平米,165万
欢乐谷垡头南北两居室 南北两个大阳台 采光充足, 2室1厅 ,地下室(共6层) ,金蝉北里21号院, 59平米 , 南 北, 2000年建 ,83人关注 , 2月前发布,近地铁 满五年 VR看装修 随时看房,单价36101.7元/平米,213万
南三环宋家庄 东南两居室 无遮挡 必看好房, 2室1厅 ,高楼层(共29层) ,宋家庄家园, 69平米 , 东南, 2011年建 ,211人关注 , 1月前发布,近地铁 满五年 VR看装修,单价49710.1元/平米,343万
昊天温泉家园 低楼层 满5年 南北通透 全明格局 必看好房, 2室1厅 ,低楼层(共6层) ,昊天温泉家园, 79.65平米 , 南 西 北, 2001年建 ,422人关注 , 10月前发布,满五年 VR看装修,单价23226.6元/平米,185万
此房满五唯一，70%综合地价款，视野开阔，采光充足。 必看好房, 2室1厅 ,低楼层(共25层) ,理想家园, 71.67平米 , 西南, 2013年建 ,999人关注 , 8月前发布,满五年 VR看装修 随时看房,单价27905.7元/平米,200万
富力南北向两居，明卫，满五年唯 一 必看好房, 2室2厅 ,中楼层(共18层) ,富力又一城C区, 90.4平米 , 南 北, 2009年建 ,273人关注 , 10月前发布,近地铁 满五年 VR看装修 随时看房,单价51438.1元/平米,465万
芳园里满5唯一 总价低 装修不错, 2室1厅 ,地下室(共6层) ,芳园里, 64.97平米 , 东南 西北, 1991年建 ,212人关注 , 5月前发布,近地铁 满五年 VR看装修,单价36940.1元/平米,240万
五棵松可对外商品房，南北通透，装修好 必看好房, 2室1厅 ,高楼层(共6层) ,复兴路79号院, 54.6平米 , 南 北, 1986年建 ,476人关注 , 9月前发布,近地铁 满两年 VR看装修,单价65934.1元/平米,360万
马家堡 司达小区 正规三居室 诚心出售 必看好房, 3室1厅 ,高楼层(共6层) ,司达小区, 83.05平米 , 南 北, 1993年建 ,224人关注 , 7月前发布,近地铁 满两年 VR看装修 随时看房,单价44310.7元/平米,368万
定福庄西街 南北通透四层 满五年公房 紧邻地铁 必看好房, 2室1厅 ,中楼层(共6层) ,定福庄西街, 57.93平米 , 南 北, 1986年建 ,92人关注 , 5月前发布,近地铁 VR看装修 随时看房,单价44881.8元/平米,260万
两居室 精装修 低楼层 南北通透 必看好房, 2室1厅 ,低楼层(共6层) ,晓月苑三里, 67.88平米 , 南 北, 1998年建 ,203人关注 , 4月前发布,满两年 VR看装修,单价39039.5元/平米,265万
青荷里南山园全南向两居室，楼栋位置好！ 必看好房, 2室1厅 ,高楼层(共29层) ,青荷里南山园, 82.84平米 , 南, 2015年建 ,180人关注 , 3月前发布,近地铁 VR看装修 随时看房,单价38025.1元/平米,315万
天恒乐活满五年唯一 小三居 业主诚心出售 必看好房, 3室1厅 ,低楼层(共20层) ,天恒乐活城, 89.18平米 , 东南, 2011年建 ,121人关注 , 5月前发布,近地铁 满五年 VR看装修 随时看房,单价25790.5元/平米,230万
