title,rentType,position,direction,area,tags,price
石园西区,整租,顺义-顺义城-石园西区 ,南 北 , 61㎡ ,新上 集中供暖,2800 元/月
贝客公寓,独栋,,,19㎡ ,独栋公寓 月租 近地铁,4000-4200 元/月
窝趣轻社区,独栋,,,30㎡ ,独栋公寓 月租 拎包入住 押一付一,3380-3980 元/月
窝趣轻社区,独栋,,,仅剩5间 ,独栋公寓 月租 拎包入住 有阳台 押一付一,3280-3580 元/月
香悦四季,整租,顺义-马坡-香悦四季 ,西 , 33㎡ ,新上 集中供暖,2100 元/月
柠檬晓生活国际公寓,独栋,,,仅剩1间 ,独栋公寓 月租 押一付一,3850-4200 元/月
三义西里,整租,西城-马连道-三义西里 ,南 , 36㎡ ,新上 近地铁 集中供暖,4500 元/月
窝趣轻社区,独栋,,,30㎡ ,独栋公寓 月租 押一付一,2980-3080 元/月
安慧东里,整租,朝阳-亚运村小营-安慧东里 ,南 , 42㎡ ,新上 近地铁 精装 集中供暖,5700 元/月
窝趣轻社区,独栋,,,22-25㎡ ,独栋公寓 月租 押一付一,2450-2590 元/月
石园南区,整租,顺义-顺义城-石园南区 ,南 北 , 67㎡ ,新上 集中供暖,3100 元/月
飘HOME,整租,朝阳-酒仙桥-飘HOME ,北 , 40㎡ ,新上 近地铁 集中供暖,6000 元/月
安贞西里,整租,朝阳-安贞-安贞西里 ,北 , 40㎡ ,新上 近地铁 集中供暖,5900 元/月
合生世界花园,整租,通州-马驹桥-合生世界花园 ,南 , 58㎡ ,集中供暖,3000 元/月
天通苑东二区,整租,昌平-天通苑-天通苑东二区 ,南 北 , 100㎡ ,精装 集中供暖,3000 元/月
贝客公寓,独栋,,,21㎡ ,独栋公寓 月租 近地铁,6350 元/月
华龙小区,整租,通州-潞苑-华龙小区 ,南 北 , 55㎡ ,集中供暖,2680 元/月
窝趣轻社区,独栋,,,23-26㎡ ,独栋公寓 月租 拎包入住 开放厨房 押一付一,2390-2940 元/月
港馨家园东区,整租,顺义-顺义城-港馨家园东区 ,南 北 , 112㎡ ,集中供暖 随时看房,2600 元/月
金隅景和园,整租,朝阳-东坝-金隅景和园 ,南 , 61㎡ ,集中供暖,5000 元/月
玉林东里三区,整租,丰台-右安门外-玉林东里三区 ,南 北 , 56㎡ ,集中供暖,4500 元/月
港馨家园东区,整租,顺义-顺义城-港馨家园东区 ,南 北 , 99㎡ ,集中供暖 随时看房,2400 元/月
新城嘉园,整租,大兴-大兴其它-新城嘉园 ,南 北 , 85㎡ ,,2100 元/月
安宁里南区,整租,海淀-安宁庄-安宁里南区 ,南 北 , 65㎡ ,精装 集中供暖 随时看房,4700 元/月
一品嘉园,整租,大兴-天宫院南-一品嘉园 ,南 北 , 88㎡ ,精装 集中供暖 随时看房,3200 元/月
蜂客公寓,独栋,,,仅剩2间 ,独栋公寓 月租 拎包入住 开放厨房,3650-3800 元/月
沙河百货宿舍楼,整租,昌平-沙河-沙河百货宿舍楼 ,南 北 , 72㎡ ,集中供暖 随时看房,2800 元/月
贝客公寓,独栋,,,19㎡ ,独栋公寓 月租 近地铁,4000-4200 元/月
上东上层,整租,朝阳-东坝-上东上层 ,南 , 82㎡ ,随时看房,5400 元/月
窝趣轻社区,独栋,,,30㎡ ,独栋公寓 月租 拎包入住 押一付一,3380-3980 元/月
金隅滨和园,整租,石景山-石景山其它-金隅滨和园 ,南 , 60㎡ ,,3500 元/月
窝趣轻社区,独栋,,,仅剩5间 ,独栋公寓 月租 拎包入住 有阳台 押一付一,3280-3580 元/月
贝客公寓,独栋,,,27-34㎡ ,独栋公寓 月租 近地铁,4125-5800 元/月
窝趣轻社区,独栋,,,仅剩3间 ,独栋公寓 月租 有阳台 押一付一,2700-3000 元/月
新潮嘉园三期,整租,通州-潞苑-新潮嘉园三期 ,南 北 , 61㎡ ,集中供暖 随时看房,2300 元/月
窝趣轻社区,独栋,,,20-25㎡ ,独栋公寓 月租 拎包入住 开放厨房 押一付一,2800-3300 元/月
蔚园,整租,丰台-青塔-蔚园 ,东 西 , 60㎡ ,集中供暖 随时看房,4000 元/月
贝客公寓,独栋,,,23㎡ ,独栋公寓 月租 近地铁,5650-5750 元/月
现代生活,整租,石景山-石景山其它-现代生活 ,南 , 60㎡ ,集中供暖 随时看房,2500 元/月
贝客公寓,独栋,,,27-34㎡ ,独栋公寓 月租 近地铁,4125-5800 元/月
京科苑,整租,昌平-东关-京科苑 ,南 , 62㎡ ,精装 集中供暖 随时看房,3400 元/月
新翠景园,整租,通州-九棵树(家乐福)-新翠景园 ,南 , 64㎡ ,,3000 元/月
康静里,整租,朝阳-东坝-康静里 ,东 西 , 60㎡ ,集中供暖 随时看房,3900 元/月
首开国风美仑,整租,通州-通州其它-首开国风美仑 ,南 北 , 74㎡ ,随时看房,3500 元/月
合生世界花园,整租,通州-马驹桥-合生世界花园 ,南 , 58㎡ ,集中供暖,3000 元/月
蜂客公寓,独栋,,,40㎡ ,独栋公寓 月租 有阳台 开放厨房,3650-3800 元/月
米拉小镇,整租,亦庄开发区-马驹桥-米拉小镇 ,东 西北 , 60㎡ ,集中供暖 随时看房,3500 元/月
蜂客公寓,独栋,,,40㎡ ,独栋公寓 有阳台 开放厨房,3600 元/月
蓝桥驿苑,整租,大兴-大兴其它-蓝桥驿苑 ,南 北 , 55㎡ ,随时看房,2300 元/月
恋日绿岛,整租,朝阳-十八里店-恋日绿岛 ,南 , 55㎡ ,集中供暖,3600 元/月
温泉花园B区,整租,昌平-北七家-温泉花园B区 ,南 , 65㎡ ,集中供暖 随时看房,3000 元/月
保利西山林语,整租,海淀-海淀北部新区-保利西山林语 ,南 北 , 90㎡ ,随时看房,5200 元/月
自来水宿舍楼,整租,昌平-南邵-自来水宿舍楼 ,南 , 54㎡ ,集中供暖,2900 元/月
小康家园,整租,大兴-亦庄-小康家园 ,南 北 , 57㎡ ,集中供暖 随时看房,3200 元/月
一品嘉园西区,整租,大兴-天宫院南-一品嘉园西区 ,南 北 , 131㎡ ,集中供暖,3200 元/月
窝趣轻社区,独栋,,,仅剩3间 ,独栋公寓 月租 有阳台 开放厨房 押一付一,2850-2950 元/月
徐辛庄,整租,通州-通州其它-徐辛庄 ,南 北 , 84㎡ ,集中供暖 随时看房,2200 元/月
窝趣轻社区,独栋,,,30㎡ ,独栋公寓 月租 开放厨房 押一付一,2800-3200 元/月
当代城市家园,整租,海淀-上地-当代城市家园 ,北 , 55㎡ ,随时看房,5600 元/月
贝客公寓,独栋,,,24㎡ ,独栋公寓 月租,5850-6200 元/月
温泉花园B区,整租,昌平-北七家-温泉花园B区 ,南 北 , 87㎡ ,集中供暖 随时看房,3200 元/月
蜂客公寓,独栋,,,仅剩5间 ,独栋公寓 月租 开放厨房,3650-3800 元/月
窝趣轻社区,独栋,,,20-30㎡ ,独栋公寓 月租 拎包入住 开放厨房 押一付一,2800-3680 元/月
窝趣轻社区,独栋,,,30-35㎡ ,独栋公寓 月租 拎包入住 开放厨房 押一付一,2800-3200 元/月
玉林东里三区,整租,丰台-右安门外-玉林东里三区 ,南 北 , 56㎡ ,集中供暖,4500 元/月
窝趣轻社区,独栋,,,30-35㎡ ,独栋公寓 月租 开放厨房 押一付一,2800-3400 元/月
天通苑东二区,整租,昌平-天通苑-天通苑东二区 ,南 北 , 100㎡ ,精装 集中供暖,3000 元/月
贝客公寓,独栋,,,21㎡ ,独栋公寓 月租,6500-6800 元/月
安宁里南区,整租,海淀-安宁庄-安宁里南区 ,南 北 , 65㎡ ,精装 集中供暖 随时看房,4700 元/月
贝客公寓,独栋,,,仅剩5间 ,独栋公寓 月租,5250-5500 元/月
金隅景和园,整租,朝阳-东坝-金隅景和园 ,南 北 , 89㎡ ,集中供暖 随时看房,5600 元/月
港馨家园东区,整租,顺义-顺义城-港馨家园东区 ,南 北 , 99㎡ ,集中供暖 随时看房,2400 元/月
自然佳境,整租,通州-潞苑-自然佳境 ,南 北 , 68㎡ ,精装 集中供暖 随时看房,3000 元/月
一品嘉园,整租,大兴-天宫院南-一品嘉园 ,南 北 , 88㎡ ,精装 集中供暖 随时看房,3200 元/月
北潞冠家园,整租,房山-良乡-北潞冠家园 ,南 北 , 76㎡ ,随时看房,2600 元/月
贝客公寓,独栋,,,30-36㎡ ,独栋公寓 月租 近地铁,4125-5800 元/月
西宏苑,整租,丰台-西红门-西宏苑 ,南 北 , 61㎡ ,集中供暖 随时看房,3200 元/月
蜂客公寓,独栋,,,仅剩2间 ,独栋公寓 月租 拎包入住 有阳台 开放厨房,4100-4200 元/月
吕营嘉园C区,整租,朝阳-十里河-吕营嘉园C区 ,南 , 58㎡ ,随时看房,4000 元/月
天翠阳光新城,整租,石景山-城子-天翠阳光新城 ,南 , 56㎡ ,集中供暖,2800 元/月
小康家园,整租,大兴-亦庄-小康家园 ,南 , 63㎡ ,集中供暖 随时看房,3000 元/月
一品嘉园,整租,大兴-天宫院南-一品嘉园 ,南 北 , 89㎡ ,集中供暖 随时看房,3100 元/月
天通苑东二区,整租,昌平-天通苑-天通苑东二区 ,南 北 , 147㎡ ,精装 集中供暖,3600 元/月
华美橡树岭,整租,朝阳-双桥-华美橡树岭 ,南 , 78㎡ ,集中供暖 随时看房,4800 元/月
国瑞熙墅,整租,昌平-北七家-国瑞熙墅 ,南 北 , 89㎡ ,,3300 元/月
贝客公寓,独栋,,,21㎡ ,独栋公寓 月租 近地铁,5400-5600 元/月
月亮城堡,整租,通州-武夷花园-月亮城堡 ,北 , 58㎡ ,集中供暖 随时看房,3600 元/月
窝趣轻社区,独栋,,,20-22㎡ ,独栋公寓 月租 近地铁 开放厨房 押一付一,4080-5380 元/月
御园D区,整租,大兴-天宫院南-御园D区 ,南 , 55㎡ ,精装 集中供暖,2500 元/月
贝客公寓,独栋,,,仅剩3间 ,独栋公寓 月租,8050-8400 元/月
沙顺路110号院,整租,昌平-小汤山-沙顺路110号院 ,东 西 , 90㎡ ,集中供暖 随时看房,2400 元/月
正源尚峰尚水,整租,海淀-海淀北部新区-正源尚峰尚水 ,北 , 61㎡ ,公寓 精装 押一付一 双卫生间 随时看房,5990 元/月
金隅汇景苑,整租,朝阳-东坝-金隅汇景苑 ,南 , 88㎡ ,公寓 月租 精装 集中供暖 押一付一 随时看房,6160 元/月
首开常青藤四期,整租,朝阳-东坝-首开常青藤四期 ,南 , 85㎡ ,公寓 月租 精装 押一付一 随时看房,5590 元/月
温泉花园B区,整租,昌平-北七家-温泉花园B区 ,南 , 65㎡ ,集中供暖 随时看房,3000 元/月
吕营嘉园C区,整租,朝阳-十里河-吕营嘉园C区 ,北 , 54㎡ ,公寓 精装 押一付一 随时看房,5090 元/月
月亮城堡,整租,通州-武夷花园-月亮城堡 ,北 , 58㎡ ,集中供暖 随时看房,3600 元/月
晓月新城,整租,丰台-卢沟桥-晓月新城 ,西 , 55㎡ ,公寓 月租 精装 押一付一 随时看房,3760 元/月
广安﹒康馨家园,整租,丰台-青塔-广安﹒康馨家园 ,南 , 57㎡ ,月租 集中供暖,3700 元/月
北京城建福润四季,整租,朝阳-东坝-北京城建福润四季 ,南 , 74㎡ ,公寓 月租 精装 集中供暖 押一付一 随时看房,5190 元/月
新马家园,整租,顺义-马坡-新马家园 ,南 , 65㎡ ,集中供暖 随时看房,3000 元/月
合生世界村,整租,通州-马驹桥-合生世界村 ,南 北 , 92㎡ ,集中供暖,3000 元/月
四合巷小区,整租,房山-良乡-四合巷小区 ,南 北 , 65㎡ ,集中供暖,2100 元/月
东二旗新村,整租,昌平-北七家-东二旗新村 ,南 , 67㎡ ,集中供暖,3200 元/月
康静里,整租,朝阳-东坝-康静里 ,南 北 , 60㎡ ,集中供暖,4300 元/月
首开常青藤四期,整租,朝阳-东坝-首开常青藤四期 ,南 , 85㎡ ,公寓 月租 精装 押一付一 随时看房,5590 元/月
金隅悦和园,整租,朝阳-东坝-金隅悦和园 ,南 , 79㎡ ,集中供暖 随时看房,5500 元/月
双桥六号井,整租,朝阳-双桥-双桥六号井 ,南 , 56㎡ ,公寓 精装 集中供暖 押一付一 随时看房,4690 元/月
国瑞熙墅,整租,昌平-北七家-国瑞熙墅 ,南 北 , 74㎡ ,随时看房,3300 元/月
金荣园,整租,大兴-西红门-金荣园 ,南 北 , 66㎡ ,集中供暖,3000 元/月
朝阳新城二区,整租,朝阳-东坝-朝阳新城二区 ,西 , 63㎡ ,,5500 元/月
一品嘉园,整租,大兴-天宫院南-一品嘉园 ,南 北 , 89㎡ ,集中供暖 随时看房,2900 元/月
朝阳新城三区,整租,朝阳-东坝-朝阳新城三区 ,东 , 74㎡ ,随时看房,4600 元/月
红松园小区,整租,朝阳-东坝-红松园小区 ,南 北 , 55㎡ ,集中供暖,4600 元/月
朝阳新城五区,整租,朝阳-东坝-朝阳新城五区 ,南 北 , 88㎡ ,随时看房,5700 元/月
京旺家园,整租,朝阳-中央别墅区-京旺家园 ,北 , 59㎡ ,公寓 精装 押一付一 随时看房,5590 元/月
惠泽家园,整租,门头沟-门头沟其它-惠泽家园 ,东 南 北 , 87㎡ ,集中供暖 随时看房,2500 元/月
蓝郡国际花园,整租,昌平-西关环岛-蓝郡国际花园 ,北 , 36㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,3290 元/月
南竺园,整租,顺义-首都机场-南竺园 ,南 北 , 64㎡ ,集中供暖,3000 元/月
清秀园北区,整租,昌平-东关-清秀园北区 ,北 , 34㎡ ,公寓 近地铁 精装 押一付一 随时看房,3430 元/月
石园西区,整租,顺义-顺义城-石园西区 ,南 北 , 57㎡ ,月租 精装 集中供暖,3000 元/月
世纪金色嘉园,整租,丰台-北京南站-世纪金色嘉园 ,东 , 27㎡ ,公寓 月租 近地铁 精装 押一付一 随时看房,4490 元/月
白菜湾社区,整租,西城-天宁寺-白菜湾社区 ,东 , 37㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,4890 元/月
双桥六号井,整租,朝阳-双桥-双桥六号井 ,南 , 55㎡ ,公寓 精装 集中供暖 押一付一 随时看房,4530 元/月
滨河小区,整租,顺义-顺义城-滨河小区 ,南 北 , 60㎡ ,集中供暖 随时看房,2900 元/月
南平里,整租,朝阳-首都机场-南平里 ,南 , 58㎡ ,公寓 独立卫生间 精装 集中供暖 押一付一 随时看房,4930 元/月
门头馨村,整租,海淀-西山-门头馨村 ,南 , 60㎡ ,精装 随时看房,4450 元/月
正源尚峰尚水,整租,海淀-海淀北部新区-正源尚峰尚水 ,南 , 94㎡ ,公寓 精装 押一付一 随时看房,5790 元/月
一品嘉园,整租,大兴-天宫院南-一品嘉园 ,南 北 , 89㎡ ,集中供暖 随时看房,2900 元/月
北京像素南区,整租,朝阳-常营-北京像素南区 ,东北 , 47㎡ ,新上 公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5290 元/月
宇航小区,整租,大兴-旧宫-宇航小区 ,南 北 , 74㎡ ,集中供暖,3000 元/月
康静里,整租,朝阳-东坝-康静里 ,南 北 , 58㎡ ,集中供暖 随时看房,4200 元/月
御园D区,整租,大兴-天宫院南-御园D区 ,南 北 , 73㎡ ,集中供暖 随时看房,2700 元/月
新马家园,整租,顺义-马坡-新马家园 ,南 , 65㎡ ,集中供暖 随时看房,3000 元/月
花园巷小区,整租,房山-良乡-花园巷小区 ,南 北 , 72㎡ ,集中供暖,2400 元/月
大成国际,整租,朝阳-百子湾-大成国际 ,西 , 36㎡ ,公寓 月租 近地铁 精装 押一付一 随时看房,5890 元/月
长丰园一区,整租,大兴-科技园区-长丰园一区 ,南 北 , 54㎡ ,集中供暖 随时看房,3500 元/月
绿波漫板,整租,海淀-四季青-绿波漫板 ,北 , 48㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5290 元/月
港馨家园东区,整租,顺义-顺义城-港馨家园东区 ,南 北 , 85㎡ ,集中供暖,3000 元/月
中门寺街67号院,整租,门头沟-门头沟其它-中门寺街67号院 ,南 北 , 90㎡ ,集中供暖,2600 元/月
国瑞熙墅,整租,昌平-北七家-国瑞熙墅 ,南 北 , 74㎡ ,随时看房,3300 元/月
金荣园,整租,大兴-西红门-金荣园 ,南 北 , 66㎡ ,集中供暖,3000 元/月
天通苑北三区,整租,昌平-天通苑-天通苑北三区 ,南 北 , 130㎡ ,集中供暖,3500 元/月
金隅悦和园,整租,朝阳-东坝-金隅悦和园 ,东 , 61㎡ ,集中供暖 随时看房,4200 元/月
环山村,整租,海淀-海淀北部新区-环山村 ,南 , 55㎡ ,集中供暖 随时看房,3500 元/月
明天第一城7号院,整租,朝阳-立水桥-明天第一城7号院 ,西 , 35㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5160 元/月
红松园小区,整租,朝阳-东坝-红松园小区 ,南 北 , 55㎡ ,集中供暖,4600 元/月
安河家园,整租,海淀-海淀其它-安河家园 ,西 , 48㎡ ,公寓 近地铁 精装 押一付一 随时看房,4490 元/月
朝阳新城五区,整租,朝阳-东坝-朝阳新城五区 ,南 北 , 88㎡ ,随时看房,5700 元/月
定安里,整租,东城-永定门-定安里 ,北 , 55㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5790 元/月
朝阳新城三区,整租,朝阳-东坝-朝阳新城三区 ,东 , 74㎡ ,随时看房,4600 元/月
潘家园东里,整租,朝阳-潘家园-潘家园东里 ,南 , 43㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5490 元/月
荣丰2008,整租,西城-广安门-荣丰2008 ,东 , 19㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,4430 元/月
荣丰2008,整租,西城-广安门-荣丰2008 ,东 , 32㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5460 元/月
金隅悦和园,整租,朝阳-东坝-金隅悦和园 ,南 , 79㎡ ,集中供暖 随时看房,5500 元/月
左安浦园,整租,东城-左安门-左安浦园 ,北 , 49㎡ ,公寓 月租 近地铁 精装 押一付一 随时看房,5190 元/月
上林溪,整租,海淀-安宁庄-上林溪 ,南 , 58㎡ ,精装 集中供暖,3800 元/月
朝阳旺角,整租,朝阳-双桥-朝阳旺角 ,西 , 70㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5590 元/月
南平里,整租,朝阳-首都机场-南平里 ,南 , 56㎡ ,月租 集中供暖 随时看房,3000 元/月
水木天成,整租,海淀-清河-水木天成 ,南 , 41㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,4230 元/月
双清路14号院,整租,海淀-学院路-双清路14号院 ,东南 , 75㎡ ,集中供暖 随时看房,4500 元/月
红松园小区,整租,朝阳-东坝-红松园小区 ,南 北 , 55㎡ ,集中供暖,4600 元/月
朝阳新城五区,整租,朝阳-东坝-朝阳新城五区 ,南 北 , 88㎡ ,随时看房,5700 元/月
惠泽家园,整租,门头沟-门头沟其它-惠泽家园 ,东 南 北 , 87㎡ ,集中供暖 随时看房,2500 元/月
南竺园,整租,顺义-首都机场-南竺园 ,南 北 , 64㎡ ,集中供暖,3000 元/月
世安家园,整租,朝阳-望京-世安家园 ,南 , 50㎡ ,公寓 月租 近地铁 精装 押一付一 随时看房,5860 元/月
合生世界村,整租,通州-马驹桥-合生世界村 ,南 北 , 92㎡ ,集中供暖,3000 元/月
百合园,整租,密云-密云其它-百合园 ,南 , 55㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5690 元/月
海棠公社,整租,朝阳-朝阳其它-海棠公社 ,南 , 60㎡ ,随时看房,3800 元/月
天通苑北三区,整租,昌平-天通苑-天通苑北三区 ,南 , 97㎡ ,集中供暖 双卫生间 随时看房,3500 元/月
丰西北里,整租,丰台-五里店-丰西北里 ,南 北 , 54㎡ ,集中供暖,3500 元/月
世豪花园,整租,朝阳-十八里店-世豪花园 ,南 , 61㎡ ,集中供暖 随时看房,4000 元/月
首开缇香郡二期,整租,通州-通州其它-首开缇香郡二期 ,南 北 , 143㎡ ,集中供暖 双卫生间,3000 元/月
金科帕提欧,整租,昌平-昌平其它-金科帕提欧 ,南 北 , 53㎡ ,精装 集中供暖,3100 元/月
惠泽家园,整租,门头沟-门头沟其它-惠泽家园 ,南 , 88㎡ ,集中供暖 随时看房,2500 元/月
安外北苑2号院,整租,朝阳-北苑-安外北苑2号院 ,南 , 32㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5290 元/月
康静里,整租,朝阳-东坝-康静里 ,南 北 , 57㎡ ,集中供暖 随时看房,3900 元/月
李村南里,整租,东城-永定门-李村南里 ,西 , 51㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5830 元/月
冠雅苑,整租,昌平-北七家-冠雅苑 ,南 北 , 69㎡ ,集中供暖 随时看房,3000 元/月
明天第一城7号院,整租,朝阳-立水桥-明天第一城7号院 ,西 , 35㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5060 元/月
水月院,整租,通州-万达-水月院 ,南 北 , 60㎡ ,集中供暖 随时看房,2900 元/月
常楹公元自由派,整租,朝阳-常营-常楹公元自由派 ,东 , 37㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5060 元/月
永泰园,整租,海淀-清河-永泰园 ,南 , 34㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5590 元/月
炫特嘉园三期,整租,朝阳-石佛营-炫特嘉园三期 ,北 , 41㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5590 元/月
首开缇香郡二期,整租,通州-通州其它-首开缇香郡二期 ,南 北 , 143㎡ ,集中供暖 双卫生间,3000 元/月
华龙美树,整租,朝阳-管庄-华龙美树 ,南 , 60㎡ ,公寓 近地铁 精装 押一付一 随时看房,5890 元/月
国瑞熙墅,整租,昌平-北七家-国瑞熙墅 ,南 , 74㎡ ,精装 随时看房,3300 元/月
南新园,整租,朝阳-华威桥-南新园 ,东 , 38㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5090 元/月
东亚印象台湖,整租,通州-通州其它-东亚印象台湖 ,南 , 71㎡ ,精装 集中供暖 随时看房,3000 元/月
八里庄北里小区,整租,朝阳-石佛营-八里庄北里小区 ,东 , 43㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5530 元/月
天翠阳光新城,整租,石景山-城子-天翠阳光新城 ,南 , 65㎡ ,集中供暖,3000 元/月
融科香雪兰溪,整租,通州-马驹桥-融科香雪兰溪 ,南 , 72㎡ ,集中供暖 随时看房,2900 元/月
安宁里,整租,海淀-安宁庄-安宁里 ,南 北 , 59㎡ ,集中供暖 随时看房,5000 元/月
金科帕提欧,整租,昌平-昌平其它-金科帕提欧 ,南 北 , 53㎡ ,精装 集中供暖,3100 元/月
南海家园一里,整租,大兴-大兴其它-南海家园一里 ,南 北 , 67㎡ ,集中供暖 随时看房,3000 元/月
百合园,整租,密云-密云其它-百合园 ,南 , 55㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,5690 元/月
丰西北里,整租,丰台-五里店-丰西北里 ,南 北 , 54㎡ ,集中供暖,3500 元/月
水木天成,整租,海淀-清河-水木天成 ,南 , 41㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,4230 元/月
世豪花园,整租,朝阳-十八里店-世豪花园 ,南 , 61㎡ ,集中供暖 随时看房,4000 元/月
隆恩寺18号院,整租,石景山-石景山其它-隆恩寺18号院 ,南 北 , 58㎡ ,集中供暖 随时看房,3000 元/月
南农家园,整租,昌平-南口-南农家园 ,南 北 , 67㎡ ,集中供暖 随时看房,2500 元/月
恒华安纳湖,整租,顺义-马坡-恒华安纳湖 ,南 北 , 91㎡ ,集中供暖 随时看房,3000 元/月
合生世界村,整租,通州-马驹桥-合生世界村 ,南 北 , 92㎡ ,集中供暖,3000 元/月
沙河百货宿舍楼,整租,昌平-沙河-沙河百货宿舍楼 ,南 北 , 73㎡ ,精装 集中供暖,2700 元/月
新海北里,整租,亦庄开发区-马驹桥-新海北里 ,南 , 57㎡ ,集中供暖,3000 元/月
郭庄北里,整租,东城-永定门-郭庄北里 ,南 , 42㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5190 元/月
金色漫香郡北区,整租,大兴-大兴其它-金色漫香郡北区 ,南 , 58㎡ ,集中供暖,2800 元/月
东方财富,整租,东城-广渠门-东方财富 ,东 , 44㎡ ,公寓 近地铁 精装 集中供暖 押一付一 随时看房,6060 元/月
荔景园新区,整租,通州-武夷花园-荔景园新区 ,南 , 67㎡ ,集中供暖 随时看房,3000 元/月
炫特嘉园三期,整租,朝阳-石佛营-炫特嘉园三期 ,北 , 40㎡ ,公寓 月租 近地铁 精装 集中供暖 押一付一 随时看房,5530 元/月
北平里,整租,朝阳-首都机场-北平里 ,南 北 , 84㎡ ,集中供暖 随时看房,4000 元/月
