title,houseType,state,position,tags,unitPrice,totalPrice
海宁公园道一号,住宅,在售,上海周边/嘉兴/江南大道与海昌南路交叉口东南100米,公交直达 环线房 现房 绿化率高,17000  元/平(均价),总价243万/套
碧云壹零,住宅,在售,浦东/临港新城/竹柏路758弄,环线房 现房 低密居所 购物方便,30000  元/平(均价),总价491万/套
莘松绿嘉园,住宅,在售,松江/新桥/新中街188弄,环线房 现房 低密居所 购物方便,33000  元/平(均价),总价387万/套
欣悦华庭,住宅,在售,奉贤/四团/新四平公路2378弄,环线房 现房 低密居所 购物方便,22300  元/平(均价),总价220万/套
景瑞城中公园,住宅,在售,青浦/盈浦/城中北路588弄,小户型 地铁沿线 环线房 现房,38500  元/平(均价),总价295万/套
东渡悦来城,住宅,在售,"青浦/盈浦/淀山湖大道1088号, 淀山湖大道866弄, 青泰路500弄",地铁沿线 环线房 现房 绿化率高,38500  元/平(均价),总价331万/套
锦秋花园(别墅),别墅,在售,宝山/上大/锦秋路699弄,地铁沿线 公交直达 现房 小型社区,1300  万/套(总价),总价1300万/套
中国铁建香榭国际,住宅,在售,奉贤/西渡/奉贤东启扶栏路，西至南横泾港，南依金庄公路，北靠...,品牌房企 地铁沿线 环线房 现房,37000  元/平(均价),总价329万/套
静安府东区,别墅,在售,静安/永和/平陆路999弄,地铁沿线 公交直达 现房 大型社区,1700  万/套(总价),总价1800万/套
绿波景园,住宅,在售,松江/泗泾/江川南路25弄,地铁沿线 公交直达 现房 低密居所,36000  元/平(均价),总价327万/套
汇融大厦,商业,在售,普陀/武宁/曹杨路535号,环线房 现房 购物方便 娱乐丰富,100000  元/平(均价),
万业一番空间,商业,在售,"普陀/中远两湾城/远景路662号, 远景路616号",地铁沿线 公交直达 现房 成熟商圈,70000  元/平(均价),
盛誉世家,住宅,在售,青浦/盈浦/淀湖路666弄,地铁沿线 公交直达 现房 低密居所,40000  元/平(均价),总价584万/套
银亿公园壹号,住宅,在售,浦东/花木/花木路826号,复式 地铁沿线 环线房 现房,120000  元/平(均价),总价2125万/套
宝华城市之星,住宅,在售,普陀/光新/石泉路18弄,地铁沿线 环线房 现房 绿化率高,95000  元/平(均价),总价980万/套
禹洲府,住宅,在售,闵行/老闵行/富国路199弄,小户型 公交直达 环线房 现房,46000  元/平(均价),总价354万/套
大华斐勒公园,住宅,在售,浦东/北蔡/北艾路1643弄,地铁沿线 公交直达 现房 低密居所,90000  元/平(均价),总价1500万/套
碧桂园玫瑰公馆,别墅,在售,金山/枫泾/枫泾镇润兴路8弄30号,品牌房企 公交直达 环线房 现房,381  万/套(总价),总价381万/套
恒大御澜庭,住宅,在售,青浦/朱家角/淀山湖大道3600弄,品牌房企 小户型 环线房 现房,30000  元/平(均价),总价230万/套
恒大御澜庭,别墅,在售,青浦/朱家角/淀山湖大道3600弄,品牌房企 环线房 现房 低密居所,40000  元/平(均价),总价864万/套
国贸天悦,住宅,在售,松江/佘山/马尾山路179弄,环线房 现房 绿化率高 购物方便,40000  元/平(均价),总价369万/套
信达蓝尊,住宅,在售,"松江/松江大学城/长水街277弄, 长水街01-08.11-14.16-19号",小户型 品牌房企 公交直达 环线房,43000  元/平(均价),总价328万/套
禹洲丁香里,住宅,在售,嘉定/徐行/树屏东路599弄,环线房 现房 低密居所 购物方便,32000  元/平(均价),总价370万/套
大名城紫金九号,住宅,在售,浦东/唐镇/德淳路99弄,环线房 现房 低密居所 银行,66000  元/平(均价),总价772万/套
东方现代悦享城,住宅,在售,奉贤/青村/人民路219弄,小户型 环线房 现房 小型社区,24000  元/平(均价),总价151万/套
阳光星期8,住宅,在售,奉贤/南桥/解放东路588号,地铁沿线 公交直达 现房 低密居所,36000  元/平(均价),总价299万/套
汤泉美地城,住宅,在售,金山/朱泾/金石北路6800弄,环线房 现房 低密居所 景区,19800  元/平(均价),总价241万/套
汤泉美地城,别墅,在售,金山/朱泾/金石北路6800弄,环线房 现房 低密居所 景区,468  万/套(总价),总价468万/套
静安慕舍,住宅,在售,静安/大宁/广延路1199弄,地铁沿线 环线房 现房 绿化率高,88800  元/平(均价),总价800万/套
吉宝佘山御庭,别墅,在售,松江/佘山/外青松公路9199弄,公交直达 环线房 现房 低密居所,64000  元/平(均价),总价1728万/套
安亭瑞仕锦庭,住宅,在售,嘉定/安亭/安研路67弄,地铁沿线 公交直达 现房 低密居所,31500  元/平(均价),总价270万/套
品尊国际,住宅,在售,普陀/真如/铜川路58弄,环线房 现房 绿化率高,1570  万/套(总价),总价1570万/套
美兰金色宝邸,别墅,在售,宝山/罗泾/潘沪路188弄,公交直达 环线房 现房 绿化率高,1100  万/套(总价),总价1100万/套
源昌幸福里,住宅,在售,"青浦/赵巷/华科东路38弄, 崧泉路750弄",地铁沿线 公交直达 现房 小型社区,40000  元/平(均价),总价488万/套
宝业爱多邦,住宅,在售,青浦/赵巷/崧淀二路99弄,环线房 现房 低密居所 购物方便,39000  元/平(均价),总价460万/套
外冈壹号,住宅,在售,嘉定/外冈/外青松公路199弄,公交直达 环线房 现房 低密居所,24000  元/平(均价),总价410万/套
天健萃园,住宅,在售,浦东/万祥镇/祥凯路2013弄,低单价 公交直达 环线房 现房,24000  元/平(均价),总价245万/套
远洋博堡雅墅,别墅,在售,宝山/罗店/抚远路885弄,复式 地铁沿线 环线房 现房,4800  万/套(总价),总价4247万/套
阳光里(嘉定),住宅,在售,"嘉定/嘉定新城/宝塔路399弄, 德富路900弄",地铁沿线 公交直达 现房 绿化率高,39000  元/平(均价),总价430万/套
荣信虹桥世嘉,住宅,在售,"闵行/金虹桥/虹梅路2159弄, 虹梅路2163号、2167号、2171号、2175号",地铁沿线 环线房 现房 低密居所,70000  元/平(均价),总价2471万/套
绿洲华亭茗苑,住宅,在售,嘉定/华亭/高竹路501弄,环线房 现房 低密居所 美食云集,25000  元/平(均价),总价223万/套
复兴珑御,住宅,在售,黄浦/老西门/西藏南路699弄,环线房 即将交房 绿化率高,128000  元/平(均价),总价2278万/套
佘山玺樾,别墅,在售,松江/松江大学城/灵竹路99弄,环线房 近主干道 即将交房 车位充足,55000  元/平(均价),总价1469万/套
上尚缘,住宅,未开盘,松江/松江大学城/文翔路3588弄,环线房 现房 低密居所,价格待定,
同润蓝美俊庭,住宅,在售,浦东/大团镇/南芦公路989弄,低单价 公交直达 环线房 现房,25000  元/平(均价),总价220万/套
东亚阳光里,住宅,在售,浦东/泥城镇/青鸟路269弄,低单价 低总价 小户型 环线房,26000  元/平(均价),总价220万/套
泷湾苑,别墅,在售,青浦/赵巷/业前路1688弄,科技住宅 环线房 现房 车位充足,35000  元/平(均价),总价950万/套
云锦东方锦园,住宅,未开盘,徐汇/龙华/龙兰路399弄,环线房 现房 车位充足 购物方便,100000  元/平(均价),
中铁北城时代,住宅,在售,宝山/杨行/月辉路218弄,品牌房企 地铁沿线 环线房 现房,46000  元/平(均价),总价386万/套
凤凰景苑,住宅,在售,闵行/老闵行/景谷中路58弄,地铁沿线 公交直达 现房 低密居所,50000  元/平(均价),总价820万/套
万科翡翠雅宾利,住宅,未开盘,静安/西藏北路/中华新路199弄,环线房 现房 绿化率高,价格待定,
佳源梦想广场,住宅,在售,奉贤/海湾/金海公路99弄,小户型 品牌房企 环线房 现房,23000  元/平(均价),总价154万/套
涵璧湾,别墅,下期待开,青浦/金泽/练西公路3585弄,公交直达 环线房 现房 低密居所,价格待定,
毕加索花园小镇,住宅,在售,"金山/张堰/康德路358弄, 东贤路289弄, 康德路359弄",环线房 现房 低密居所,19000  元/平(均价),总价168万/套
合生财富海景公馆,住宅,在售,"金山/山阳/龙胜路69弄, 龙胜路39号, 龙胜路43号, 龙胜路47号, 龙胜路51号, 龙胜路55号, 龙胜路59号, 龙胜路63号",环线房 现房 绿化率高 娱乐丰富,28000  元/平(均价),总价225万/套
金融家,住宅,在售,浦东/唐镇/上丰路1483弄,公交直达 环线房 现房 低密居所,43000  元/平(均价),总价537万/套
佘山一品,别墅,在售,松江/佘山/桃源路518弄,公交直达 环线房 现房 车位充足,1100  万/套(总价),总价1080万/套
信义嘉庭,住宅,在售,嘉定/马陆/复华路28弄,环线房 现房 绿化率高 购物方便,37000  元/平(均价),总价350万/套
恒大佘山首府,住宅,在售,松江/佘山/陆宝山路东150米,品牌房企 复式 环线房 近主干道,41000  元/平(均价),总价920万/套
浦东星河湾,住宅,在售,浦东/北蔡/锦绣路2580弄,地铁沿线 环线房 现房 低密居所,4200  万/套(总价),总价4200万/套
华洲君庭,别墅,在售,浦东/张江/银柳路385弄,地铁沿线 环线房 现房 低密居所,价格待定,
长泰西郊,别墅,在售,松江/新桥/泗砖南路1500弄,公交直达 环线房 现房 低密居所,3300  万/套(总价),总价3300万/套
金球怡云花园,别墅,在售,闵行/华漕/运乐路288弄,环线房 现房 低密居所 购物方便,1860  万/套(总价),总价1725万/套
星尚湾名邸,住宅,在售,青浦/华新/新凤中路889弄5号,环线房 现房 低密居所 娱乐丰富,42000  元/平(均价),总价355万/套
建发玖珑湾,住宅,在售,"松江/泗泾/外婆泾路299弄, 外婆泾路315号",环线房 现房 低密居所 美食云集,45000  元/平(均价),总价506万/套
保利天琴宇舍,住宅,在售,嘉定/嘉定新城/远香湖路600弄,品牌房企 公交直达 环线房 现房,34000  元/平(均价),总价1500万/套
仁和都市花园,住宅,在售,浦东/御桥/御水路555弄,环线房 低密居所 绿化率高 银行,70000  元/平(均价),总价910万/套
融信铂湾,别墅,在售,青浦/赵巷/置鼎路889弄,环线房 现房 车位充足,1250  万/套(总价),总价968万/套
中鹰黑森林,住宅,在售,普陀/万里/郑花路399弄,环线房 绿化率高 大型社区,120000  元/平(均价),总价2820万/套
滨江凯旋门,住宅,下期待开,"浦东/陆家嘴/张杨路98号, 浦明路688弄1-6号",公交直达 环线房 绿化率高,价格待定,
万源城御璄,住宅,在售,闵行/古美/古龙路666弄,地铁沿线 环线房 现房 低密居所,85000  元/平(均价),总价3300万/套
君悦湾墅,别墅,在售,青浦/徐泾/联民路777弄,公交直达 环线房 现房 车位充足,58000  元/平(均价),总价1543万/套
象屿上海年华,住宅,在售,松江/莘闵别墅/明华路1077弄,品牌房企 小户型 环线房 现房,46000  元/平(均价),总价385万/套
湖畔天下,住宅,在售,嘉定/南翔/芳林路1357弄,品牌房企 复式 环线房 现房,47000  元/平(均价),总价550万/套
祥和王宫,别墅,在售,普陀/桃浦/古浪路391弄,环线房 现房 低密居所,5500  万/套(总价),总价6600万/套
华侨城苏河湾(公寓),住宅,未开盘,静安/西藏北路/山西北路88弄,品牌房企 环线房 现房 车位充足,价格待定,
恒大御景湾,住宅,在售,"嘉定/嘉定新城/育英南街55弄,",品牌房企 地铁沿线 公交直达 现房,45000  元/平(均价),总价925万/套
紫都上海晶园,别墅,在售,松江/佘山/佘北公路389弄,环线房 现房 低密居所 景区,3000  万/套(总价),
湖庭别墅,别墅,下期待开,青浦/朱家角/朱家角绿湖路999弄,环线房 现房 低密居所,价格待定,
御品园林,别墅,在售,青浦/徐泾/徐南路1188弄,环线房 现房 低密居所 运动健身,65000  元/平(均价),总价1934万/套
淮海名邸,住宅,在售,"长宁/新华路/安顺路58弄, 安顺路68弄",复式 环线房 现房 低密居所,130000  元/平(均价),总价3583万/套
金臣别墅,别墅,在售,闵行/华漕/金光路801弄,地铁沿线 环线房 现房 低密居所,120000  元/平(均价),总价5000万/套
嘉天汇,住宅,未开盘,静安/静安寺/新闸路1999弄,环线房 现房 娱乐丰富 美食云集,价格待定,
西郊庄园马德里洋房,住宅,在售,闵行/华漕/金丰路777弄,地铁沿线 环线房 现房 低密居所,72000  元/平(均价),总价2138万/套
海湾国际名苑,别墅,在售,奉贤/海湾/海马路5111弄,环线房 现房 低密居所 购物方便,550  万/套(总价),总价550万/套
香水湾,别墅,在售,青浦/赵巷/沪青平公路2558弄,环线房 现房 低密居所 购物方便,65000  元/平(均价),总价2088万/套
英庭名墅,别墅,在售,青浦/徐泾/诸光路228弄,公交直达 环线房 现房 绿化率高,74000  元/平(均价),总价1961万/套
颐湾丽庭,别墅,在售,"青浦/朱家角/绿舟路118弄, 张家圩路777弄, 浦泰路与张家圩路交口",环线房 现房 低密居所,35000  元/平(均价),总价745万/套
天和前滩时代,住宅,在售,"奉贤/奉贤金汇/万顺路2968弄, 万顺路2768弄",小户型 环线房 现房 低密居所,30600  元/平(均价),总价239万/套
万科翡翠滨江(一期),住宅,在售,浦东/梅园/昌邑路1500弄,环线房 现房 车位充足,3010  万/套(总价),总价3390万/套
九城家天下新座,别墅,在售,松江/新桥/新车公路2号,低单价 环线房 现房 低密居所,1025  万/套(总价),总价1025万/套
半岛君望,别墅,在售,奉贤/南桥/八字桥路99弄,地铁沿线 环线房 现房 低密居所,60000  元/平(均价),
凯迪迪美逊,住宅,下期待开,黄浦/世博滨江/龙华东路809弄,环线房 现房 绿化率高 配套齐全,价格待定,
外滩·豪景苑,住宅,下期待开,虹口/北外滩/武昌路338号,环线房 小型社区 成熟商圈,125000  元/平(均价),
浦东颐景园,住宅,在售,"浦东/惠南/拱泰路29弄, 听锦路35弄, 听锦路36弄",地铁沿线 公交直达 现房 绿化率高,34000  元/平(均价),总价408万/套
安墁西郊,别墅,未开盘,青浦/徐泾/徐南路678弄,环线房 现房 低密居所,价格待定,
尚海郦景,住宅,在售,浦东/梅园/桃林路299弄,地铁沿线 公交直达 现房 绿化率高,93000  元/平(均价),总价1552万/套
花源湾,别墅,在售,浦东/宣桥/南六公路99弄20支弄,地铁沿线 公交直达 现房 低密居所,40000  元/平(均价),
九龙仓滨江壹十八,住宅,在售,浦东/塘桥/浦明路1199弄,地铁沿线 环线房 现房 低密居所,113000  元/平(均价),总价2904万/套
嘉御庭,住宅,在售,"徐汇/建国西路/建国西路228弄, 建国西路268弄",地铁沿线 公交直达 现房 购物方便,128000  元/平(均价),总价3200万/套
尼德兰官邸,别墅,在售,浦东/外高桥/莱阳路3777弄,环线房 现房 车位充足 购物方便,1700  万/套(总价),总价1700万/套
上海紫园,别墅,下期待开,松江/佘山/佘天昆公路629弄,新盘首开 环线房 现房 低密居所,价格待定,
御岛财富,住宅,在售,崇明/长兴岛/凤蓉路455弄,公交直达 环线房 现房 低密居所,27000  元/平(均价),总价472万/套
新虹桥首府(别墅),别墅,在售,松江/九亭/涞坊路1080弄,环线房 现房 车位充足,2800  万/套(总价),总价2256万/套
骏丰玲珑坊,住宅,在售,"嘉定/嘉定新城/康年路208弄, 康年路209弄, 崇文路1196号, 崇文路1166号, 崇教路169号, 崇教路193号, 崇教路283号, 崇教路241号",小户型 地铁沿线 公交直达 现房,46000  元/平(均价),总价260万/套
安亭中央公园,住宅,在售,嘉定/安亭/泽普路588弄,环线房 现房 低密居所 成熟商圈,32000  元/平(均价),总价438万/套
棕榈滩高尔夫别墅,别墅,未开盘,奉贤/海湾/海马路3499弄,环线房 现房 低密居所 超市,35000  元/平(均价),
嘉业海悦苑,别墅,未开盘,奉贤/海湾/海马路2155弄,环线房 现房 低密居所 医疗配套,价格待定,
同润蓝美俊庭,别墅,在售,浦东/大团镇/南芦公路989弄,低总价 公交直达 环线房 现房,500  万/套(总价),总价450万/套
万顺水原墅(别墅),别墅,在售,闵行/颛桥/都市路727号,地铁沿线 公交直达 现房 低密居所,60000  元/平(均价),总价1800万/套
一品漫城四期,别墅,在售,"闵行/浦江/芦恒路378弄, 芦恒路418号",地铁沿线 公交直达 现房 车位充足,3200  万/套(总价),总价3000万/套
同润玫瑰园,别墅,在售,"松江/车墩/车峰路450弄, 车峰路448号, 车峰路452号",环线房 现房 绿化率高 配套齐全,1361  万/套(总价),
融创外滩壹号院,住宅,在售,黄浦/黄浦滨江/中华路518弄,环线房 绿化率高 车位充足,121500  元/平(均价),总价3612万/套
通用昱墅,别墅,在售,崇明/崇明其它/港东公路66弄,环线房 现房 低密居所 购物方便,1200  万/套(总价),总价888万/套
东郊壹号,别墅,在售,浦东/张江/银柳路58弄,环线房 现房 低密居所 购物方便,20000  万/套(总价),总价20500万/套
华府天地愉园,别墅,在售,闵行/马桥/昆阳路3688弄,环线房 现房 车位充足 购物方便,50000  元/平(均价),总价760万/套
八埭头滨江园,住宅,在售,杨浦/东外滩/杨树浦路633弄,地铁沿线 公交直达 绿化率高 配套齐全,109900  元/平(均价),总价1250万/套
建邦16区,住宅,在售,"虹口/临平路/天宝路466弄, 虹口天宝路488号",环线房 现房 绿化率高 购物方便,98000  元/平(均价),总价960万/套
一品漫城(五期),住宅,在售,"闵行/浦江/芦恒路378弄166-219号, 浦锦路2116弄1-34号",地铁沿线 公交直达 现房 低密居所,66000  元/平(均价),总价647万/套
静安府东区,住宅,在售,静安/永和/平陆路999弄,地铁沿线 公交直达 现房 绿化率高,86000  元/平(均价),总价1265万/套
天和尚上海,住宅,在售,奉贤/奉贤金汇/大叶公路6288弄,小户型 环线房 现房 低密居所,26000  元/平(均价),总价200万/套
同润金色橘苑,住宅,在售,浦东/万祥镇/严木桥路198弄,低总价 小户型 环线房 现房,28000  元/平(均价),总价202万/套
湖山香颂湾,住宅,在售,"金山/山阳/龙轩路999弄, 龙轩路869弄",公交直达 环线房 现房 低密居所,31000  元/平(均价),总价253万/套
尼德兰花园(二期),住宅,在售,浦东/外高桥/张杨北路4555弄,地铁沿线 公交直达 低密居所 绿化率高,45000  元/平(均价),总价396万/套
景源名墅,别墅,在售,奉贤/庄行/钜庭路333弄,环线房 现房 低密居所 购物方便,30000  元/平(均价),总价1020万/套
虹桥融景,别墅,在售,青浦/徐泾/沪青平公路1638弄,环线房 车位充足 大型社区,74000  元/平(均价),总价1406万/套
嘉涛湾,别墅,在售,青浦/朱家角/沙淀南路298弄,公交直达 环线房 现房 低密居所,1000  万/套(总价),总价768万/套
阳明花园广场,住宅,未开盘,"浦东/外高桥/季景路333弄, 秋霞路39号, 杨高北路1188号",环线房 现房 绿化率高,价格待定,
东方别墅,别墅,在售,"浦东/张江/金桥路3219弄（A区）,金桥路3221弄（B区）",环线房 现房 低密居所,130000  元/平(均价),总价4550万/套
东亚威尼斯公馆,住宅,在售,崇明/崇明新城/乔松路736弄,公交直达 环线房 现房 低密居所,27999  元/平(均价),总价247万/套
合生广富汇(别墅),别墅,在售,松江/松江大学城/银泽路3188弄,环线房 现房 购物方便 娱乐丰富,55000  元/平(均价),总价1450万/套
华山夏都苑,住宅,在售,长宁/新华路/幸福路211弄,地铁沿线 公交直达 绿化率高 小型社区,135000  元/平(均价),总价4676万/套
浦发罗兰翡丽,住宅,在售,浦东/唐镇/玉盘北路281弄,环线房 现房 低密居所 购物方便,62659  元/平(均价),总价764万/套
沁和园,住宅,在售,普陀/长风/丹巴路368弄,环线房 现房 绿化率高,85400  元/平(均价),总价1464万/套
富绅时代公馆,住宅,在售,"青浦/盈浦/俞家埭路159弄, 俞家埭路158弄",环线房 现房 绿化率高 购物方便,41000  元/平(均价),总价410万/套
帕缇欧香苑,住宅,在售,"青浦/夏阳/外青松公路6666弄, 青松路405弄",环线房 现房 低密居所 购物方便,40000  元/平(均价),总价540万/套
步阳御江金都,住宅,在售,嘉定/菊园新区/柳湖路299弄,公交直达 环线房 现房 绿化率高,36000  元/平(均价),总价705万/套
